tti;sch_eligible_ue_count;sch_active_ue_count;dl_rb_allocated_count;dl_rb_per_ue_avg;dl_bits_per_rb_avg;dl_capacity_bits_sum_tti;dl_transmitted_bits_sum_tti;dl_throughput_sum_kbps;dl_cqi_wb_avg_idx;dl_sinr_avg;buffer_size_sum_bytes;sch_total_time_us;pdcch_cce_total_count;pdcch_cce_allocated_count;sch_priority_calc_time_us;sch_priority_sort_time_us;dl_prb_utilization_pct;sch_priority_list_size;sch_pdcch_blocked_count;sch_avg_priority_value;sch_eligible_to_active_ratio;sch_priority_min;sch_priority_max;sch_priority_std;dl_throughput_kbps_min;dl_throughput_kbps_max;dl_throughput_kbps_avg;dl_throughput_kbps_std;dl_cqi_wb_idx_min;dl_cqi_wb_idx_max;dl_cqi_wb_idx_avg;dl_cqi_wb_idx_std;dl_sinr_min;dl_sinr_max;dl_sinr_std;dl_rb_utilization_pct;dl_rb_wasted_count;dl_rb_idle_count;dl_spectral_efficiency_bps_hz;dl_spectral_efficiency_avg_ue;dl_spectral_efficiency_peak;dl_throughput_cv_pct;dl_cqi_cv_pct;dl_sinr_cv_pct;dl_rb_allocation_cv_pct;dl_spectral_efficiency_cv_pct;dl_fairness_jain_index;dl_throughput_variance;dl_throughput_std
357;3;3;50;16,67;265,72;26572;26572;26572,0;8,33;9,47;782619;655,5;25;12;10,7;20,4;100,0;3;0;2,0;100,0;1;3;0,82;3400,0;11772,0;8857,33;3861,9;4,0;11,0;8,0;3,0;0,52;15,54;6,46;100,0;0;0;2,6572;0,8857;1,1772;43,6;37,09;68,21;7,48;43,6;0,8403;14914307555555,55;3861904,65
358;3;3;50;16,67;277,98;27798;27798;27798,0;8,33;9,49;782431;674,3;25;12;11,1;19,7;100,0;3;0;2,0;100,0;1;3;0,82;3000,0;13680,0;9266,0;4552,51;4,0;11,0;8,0;3,0;0,55;15,52;6,45;100,0;0;0;2,7798;0,9266;1,368;49,13;37,09;67,94;7,48;49,13;0,8055;20725352000000,0;4552510,52
359;3;3;50;16,67;263,3;26330;26330;26330,0;8,33;9,47;782450;724,4;25;12;11,4;20,1;100,0;3;0;2,0;100,0;1;3;0,82;3600,0;12920,0;8776,67;3874,4;4,0;11,0;8,0;3,0;0,54;15,56;6,45;100,0;0;0;2,633;0,8777;1,292;44,14;37,09;68,15;7,48;44,14;0,8369;15010955555555,55;3874397,44
360;3;3;50;16,67;248,44;24844;24844;24844,0;8,0;9,53;782259;712,9;25;14;11,3;20,5;100,0;3;0;2,0;100,0;1;3;0,82;3400,0;11400,0;8281,33;3495,74;4,0;11,0;8,0;3,0;0,62;15,69;6,45;100,0;0;0;2,4844;0,8281;1,14;42,21;36,8;67,69;7,48;42,21;0,8488;12220163555555,55;3495735,05
361;3;3;50;16,67;261,66;26166;26166;26166,0;8,0;9,51;782113;685,4;25;14;11,4;20,0;100,0;3;0;2,0;100,0;1;3;0,82;3000,0;13680,0;8722,0;4393,43;4,0;11,0;8,0;3,0;0,65;15,63;6,41;100,0;0;0;2,6166;0,8722;1,368;50,37;36,8;67,42;7,48;50,37;0,7976;19302248000000,0;4393432,37
362;3;3;50;16,67;263,3;26330;26330;26330,0;8,33;9,51;780587;798,2;25;12;11,9;21,4;100,0;3;0;2,0;100,0;1;3;0,82;3600,0;12920,0;8776,67;3874,4;4,0;11,0;8,0;3,0;0,57;15,64;6,47;100,0;0;0;2,633;0,8777;1,292;44,14;37,09;68,02;7,48;44,14;0,8369;15010955555555,55;3874397,44
363;3;3;50;16,67;265,72;26572;26572;26572,0;8,33;9,5;781966;685,7;25;12;9,1;16,0;100,0;3;0;2,0;100,0;1;3;0,82;3400,0;11772,0;8857,33;3861,9;4,0;11,0;8,0;3,0;0,57;15,58;6,45;100,0;0;0;2,6572;0,8857;1,1772;43,6;37,09;67,9;7,48;43,6;0,8403;14914307555555,55;3861904,65
364;3;3;50;16,67;277,98;27798;27798;27798,0;8,33;9,5;782158;1653,7;25;12;19,7;38,3;100,0;3;0;2,0;100,0;1;3;0,82;3000,0;13680,0;9266,0;4552,51;4,0;11,0;8,0;3,0;0,6;15,56;6,43;100,0;0;0;2,7798;0,9266;1,368;49,13;37,09;67,66;7,48;49,13;0,8055;20725352000000,0;4552510,52
365;3;3;50;16,67;248,9;24890;24890;24890,0;8,0;9,47;781410;1009,1;25;14;11,3;19,6;100,0;3;0;2,0;100,0;1;3;0,82;3600,0;12920,0;8296,67;3805,23;4,0;11,0;8,0;3,0;0,65;15,47;6,37;100,0;0;0;2,489;0,8297;1,292;45,86;36,8;67,28;7,48;45,86;0,8262;14479755555555,56;3805227,4
366;3;3;50;16,67;248,44;24844;24844;24844,0;8,0;9,49;782339;658,3;25;14;11,0;19,6;100,0;3;0;2,0;100,0;1;3;0,82;3400,0;11400,0;8281,33;3495,74;4,0;11,0;8,0;3,0;0,61;15,56;6,42;100,0;0;0;2,4844;0,8281;1,14;42,21;36,8;67,63;7,48;42,21;0,8488;12220163555555,55;3495735,05
367;3;3;50;16,67;277,98;27798;27798;27798,0;8,33;9,53;781723;769,2;25;12;12,0;19,6;100,0;3;0;2,0;100,0;1;3;0,82;3000,0;13680,0;9266,0;4552,51;4,0;11,0;8,0;3,0;0,67;15,61;6,41;100,0;0;0;2,7798;0,9266;1,368;49,13;37,09;67,27;7,48;49,13;0,8055;20725352000000,0;4552510,52
368;3;3;50;16,67;263,3;26330;26330;26330,0;8,33;9,56;782677;1033,4;25;12;100,2;34,6;100,0;3;0;2,0;100,0;1;3;0,82;3600,0;12920,0;8776,67;3874,4;4,0;11,0;8,0;3,0;0,69;15,65;6,42;100,0;0;0;2,633;0,8777;1,292;44,14;37,09;67,14;7,48;44,14;0,8369;15010955555555,55;3874397,44
369;3;3;50;16,67;248,44;24844;24844;24844,0;8,0;9,48;782770;776,0;25;14;11,3;24,8;100,0;3;0;2,0;100,0;1;3;0,82;3400,0;11400,0;8281,33;3495,74;4,0;11,0;8,0;3,0;0,61;15,61;6,42;100,0;0;0;2,4844;0,8281;1,14;42,21;36,8;67,74;7,48;42,21;0,8488;12220163555555,55;3495735,05
370;3;3;50;16,67;261,66;26166;26166;26166,0;8,0;9,49;782348;651,6;25;14;9,2;15,2;100,0;3;0;2,0;100,0;1;3;0,82;3000,0;13680,0;8722,0;4393,43;4,0;11,0;8,0;3,0;0,72;15,57;6,35;100,0;0;0;2,6166;0,8722;1,368;50,37;36,8;66,92;7,48;50,37;0,7976;19302248000000,0;4393432,37
371;3;3;50;16,67;248,9;24890;24890;24890,0;8,0;9,45;782843;725,5;25;14;11,6;20,5;100,0;3;0;2,0;100,0;1;3;0,82;3600,0;12920,0;8296,67;3805,23;4,0;11,0;8,0;3,0;0,52;15,62;6,47;100,0;0;0;2,489;0,8297;1,292;45,86;36,8;68,45;7,48;45,86;0,8262;14479755555555,56;3805227,4
372;3;3;50;16,67;248,44;24844;24844;24844,0;8,0;9,45;782332;723,2;25;14;11,9;20,7;100,0;3;0;2,0;100,0;1;3;0,82;3400,0;11400,0;8281,33;3495,74;4,0;11,0;8,0;3,0;0,33;15,72;6,6;100,0;0;0;2,4844;0,8281;1,14;42,21;36,8;69,86;7,48;42,21;0,8488;12220163555555,55;3495735,05
373;3;3;50;16,67;261,66;26166;26166;26166,0;8,0;9,38;782618;814,8;25;14;11,2;20,1;100,0;3;0;2,0;100,0;1;3;0,82;3000,0;13680,0;8722,0;4393,43;4,0;11,0;8,0;3,0;0,22;15,69;6,63;100,0;0;0;2,6166;0,8722;1,368;50,37;36,8;70,68;7,48;50,37;0,7976;19302248000000,0;4393432,37
374;3;3;50;16,67;248,9;24890;24890;24890,0;8,0;9,33;782352;704,2;25;14;11,4;20,1;100,0;3;0;2,0;100,0;1;3;0,82;3600,0;12920,0;8296,67;3805,23;4,0;11,0;8,0;3,0;0,14;15,6;6,64;100,0;0;0;2,489;0,8297;1,292;45,86;36,8;71,18;7,48;45,86;0,8262;14479755555555,56;3805227,4
375;3;3;50;16,67;248,44;24844;24844;24844,0;8,0;9,36;782514;695,8;25;14;10,8;19,9;100,0;3;0;2,0;100,0;1;3;0,82;3400,0;11400,0;8281,33;3495,74;4,0;11,0;8,0;3,0;0,34;15,5;6,51;100,0;0;0;2,4844;0,8281;1,14;42,21;36,8;69,61;7,48;42,21;0,8488;12220163555555,55;3495735,05
376;3;3;50;16,67;261,66;26166;26166;26166,0;8,0;9,36;782554;714,4;25;14;11,1;19,5;100,0;3;0;2,0;100,0;1;3;0,82;3000,0;13680,0;8722,0;4393,43;4,0;11,0;8,0;3,0;0,38;15,51;6,49;100,0;0;0;2,6166;0,8722;1,368;50,37;36,8;69,34;7,48;50,37;0,7976;19302248000000,0;4393432,37
377;3;3;50;16,67;248,9;24890;24890;24890,0;8,0;9,36;782591;692,7;25;14;11,4;20,5;100,0;3;0;2,0;100,0;1;3;0,82;3600,0;12920,0;8296,67;3805,23;4,0;11,0;8,0;3,0;0,45;15,44;6,44;100,0;0;0;2,489;0,8297;1,292;45,86;36,8;68,8;7,48;45,86;0,8262;14479755555555,56;3805227,4
378;3;3;50;16,67;248,44;24844;24844;24844,0;8,0;9,37;781232;944,2;25;14;8,6;15,2;100,0;3;0;2,0;100,0;1;3;0,82;3400,0;11400,0;8281,33;3495,74;4,0;11,0;8,0;3,0;0,47;15,45;6,44;100,0;0;0;2,4844;0,8281;1,14;42,21;36,8;68,66;7,48;42,21;0,8488;12220163555555,55;3495735,05
379;3;3;50;16,67;277,98;27798;27798;27798,0;8,33;9,42;782715;680,3;25;12;11,5;19,8;100,0;3;0;2,0;100,0;1;3;0,82;3000,0;13680,0;9266,0;4552,51;4,0;11,0;8,0;3,0;0,61;15,37;6,36;100,0;0;0;2,7798;0,9266;1,368;49,13;37,09;67,47;7,48;49,13;0,8055;20725352000000,0;4552510,52
380;3;3;50;16,67;248,9;24890;24890;24890,0;8,0;9,3;782576;693,0;25;14;10,9;19,0;100,0;3;0;2,0;100,0;1;3;0,82;3600,0;12920,0;8296,67;3805,23;4,0;11,0;8,0;3,0;0,36;15,28;6,44;100,0;0;0;2,489;0,8297;1,292;45,86;36,8;69,24;7,48;45,86;0,8262;14479755555555,56;3805227,4
381;3;3;50;16,67;248,44;24844;24844;24844,0;8,0;9,26;782750;705,1;25;14;11,3;20,3;100,0;3;0;2,0;100,0;1;3;0,82;3400,0;11400,0;8281,33;3495,74;4,0;11,0;8,0;3,0;0,41;15,11;6,37;100,0;0;0;2,4844;0,8281;1,14;42,21;36,8;68,76;7,48;42,21;0,8488;12220163555555,55;3495735,05
382;3;3;50;16,67;261,66;26166;26166;26166,0;8,0;9,28;782807;695,2;25;14;10,8;19,5;100,0;3;0;2,0;100,0;1;3;0,82;3000,0;13680,0;8722,0;4393,43;4,0;11,0;8,0;3,0;0,52;15,08;6,31;100,0;0;0;2,6166;0,8722;1,368;50,37;36,8;67,93;7,48;50,37;0,7976;19302248000000,0;4393432,37
383;3;3;50;16,67;248,9;24890;24890;24890,0;8,0;9,32;782667;840,1;25;14;11,7;21,0;100,0;3;0;2,0;100,0;1;3;0,82;3600,0;12920,0;8296,67;3805,23;4,0;11,0;8,0;3,0;0,62;15,14;6,27;100,0;0;0;2,489;0,8297;1,292;45,86;36,8;67,28;7,48;45,86;0,8262;14479755555555,56;3805227,4
384;3;3;50;16,67;248,44;24844;24844;24844,0;8,0;9,33;781889;633,5;25;14;10,5;18,8;100,0;3;0;2,0;100,0;1;3;0,82;3400,0;11400,0;8281,33;3495,74;4,0;11,0;8,0;3,0;0,57;15,2;6,31;100,0;0;0;2,4844;0,8281;1,14;42,21;36,8;67,67;7,48;42,21;0,8488;12220163555555,55;3495735,05
385;3;3;50;16,67;261,66;26166;26166;26166,0;8,0;9,25;781534;824,6;25;14;11,6;20,7;100,0;3;0;2,0;100,0;1;3;0,82;3000,0;13680,0;8722,0;4393,43;4,0;11,0;8,0;3,0;0,5;15,18;6,32;100,0;0;0;2,6166;0,8722;1,368;50,37;36,8;68,28;7,48;50,37;0,7976;19302248000000,0;4393432,37
386;3;3;50;16,67;248,9;24890;24890;24890,0;8,0;9,27;782883;807,5;25;14;11,9;20,5;100,0;3;0;2,0;100,0;1;3;0,82;3600,0;12920,0;8296,67;3805,23;4,0;11,0;8,0;3,0;0,54;15,2;6,31;100,0;0;0;2,489;0,8297;1,292;45,86;36,8;68,02;7,48;45,86;0,8262;14479755555555,56;3805227,4
387;3;3;50;16,67;248,44;24844;24844;24844,0;8,0;9,25;781779;937,7;25;14;11,2;20,0;100,0;3;0;2,0;100,0;1;3;0,82;3400,0;11400,0;8281,33;3495,74;4,0;11,0;8,0;3,0;0,46;15,15;6,34;100,0;0;0;2,4844;0,8281;1,14;42,21;36,8;68,52;7,48;42,21;0,8488;12220163555555,55;3495735,05
388;3;3;50;16,67;261,66;26166;26166;26166,0;8,0;9,32;780960;1257,1;25;14;12,5;21,7;100,0;3;0;2,0;100,0;1;3;0,82;3000,0;13680,0;8722,0;4393,43;4,0;11,0;8,0;3,0;0,62;15,18;6,28;100,0;0;0;2,6166;0,8722;1,368;50,37;36,8;67,35;7,48;50,37;0,7976;19302248000000,0;4393432,37
389;3;3;50;16,67;248,9;24890;24890;24890,0;8,0;9,34;783014;698,8;25;14;11,3;20,0;100,0;3;0;2,0;100,0;1;3;0,82;3600,0;12920,0;8296,67;3805,23;4,0;11,0;8,0;3,0;0,64;15,15;6,27;100,0;0;0;2,489;0,8297;1,292;45,86;36,8;67,13;7,48;45,86;0,8262;14479755555555,56;3805227,4
390;3;3;50;16,67;248,44;24844;24844;24844,0;8,0;9,34;781570;781,4;25;14;12,2;20,9;100,0;3;0;2,0;100,0;1;3;0,82;3400,0;11400,0;8281,33;3495,74;4,0;11,0;8,0;3,0;0,55;15,17;6,32;100,0;0;0;2,4844;0,8281;1,14;42,21;36,8;67,74;7,48;42,21;0,8488;12220163555555,55;3495735,05
391;3;3;50;16,67;277,98;27798;27798;27798,0;8,33;9,39;782187;650,2;25;12;8,9;15,5;100,0;3;0;2,0;100,0;1;3;0,82;3000,0;13680,0;9266,0;4552,51;4,0;11,0;8,0;3,0;0,66;15,21;6,29;100,0;0;0;2,7798;0,9266;1,368;49,13;37,09;66,94;7,48;49,13;0,8055;20725352000000,0;4552510,52
392;3;3;50;16,67;248,9;24890;24890;24890,0;8,0;9,37;783005;775,5;25;14;11,8;21,1;100,0;3;0;2,0;100,0;1;3;0,82;3600,0;12920,0;8296,67;3805,23;4,0;11,0;8,0;3,0;0,76;15,07;6,2;100,0;0;0;2,489;0,8297;1,292;45,86;36,8;66,12;7,48;45,86;0,8262;14479755555555,56;3805227,4
393;3;3;50;16,67;265,72;26572;26572;26572,0;8,33;9,42;782877;669,8;25;12;9,2;16,0;100,0;3;0;2,0;100,0;1;3;0,82;3400,0;11772,0;8857,33;3861,9;4,0;11,0;8,0;3,0;0,87;15,06;6,15;100,0;0;0;2,6572;0,8857;1,1772;43,6;37,09;65,31;7,48;43,6;0,8403;14914307555555,55;3861904,65
394;3;3;50;16,67;277,98;27798;27798;27798,0;8,33;9,41;782334;714,2;25;12;11,4;20,6;100,0;3;0;2,0;100,0;1;3;0,82;3000,0;13680,0;9266,0;4552,51;4,0;11,0;8,0;3,0;0,87;15,05;6,14;100,0;0;0;2,7798;0,9266;1,368;49,13;37,09;65,27;7,48;49,13;0,8055;20725352000000,0;4552510,52
395;3;3;50;16,67;263,3;26330;26330;26330,0;8,33;9,44;781339;895,1;25;12;8,9;15,7;100,0;3;0;2,0;100,0;1;3;0,82;3600,0;12920,0;8776,67;3874,4;4,0;11,0;8,0;3,0;0,89;15,11;6,15;100,0;0;0;2,633;0,8777;1,292;44,14;37,09;65,19;7,48;44,14;0,8369;15010955555555,55;3874397,44
396;3;3;50;16,67;265,72;26572;26572;26572,0;8,33;9,4;782313;729,5;25;12;11,6;21,2;100,0;3;0;2,0;100,0;1;3;0,82;3400,0;11772,0;8857,33;3861,9;4,0;11,0;8,0;3,0;0,77;15,1;6,21;100,0;0;0;2,6572;0,8857;1,1772;43,6;37,09;66,03;7,48;43,6;0,8403;14914307555555,55;3861904,65
397;3;3;50;16,67;277,98;27798;27798;27798,0;8,33;9,39;782721;738,1;25;12;11,7;21,3;100,0;3;0;2,0;100,0;1;3;0,82;3000,0;13680,0;9266,0;4552,51;4,0;11,0;8,0;3,0;0,72;15,08;6,23;100,0;0;0;2,7798;0,9266;1,368;49,13;37,09;66,36;7,48;49,13;0,8055;20725352000000,0;4552510,52
398;3;3;50;16,67;263,3;26330;26330;26330,0;8,33;9,47;782487;1143,9;25;12;14,4;26,2;100,0;3;0;2,0;100,0;1;3;0,82;3600,0;12920,0;8776,67;3874,4;4,0;11,0;8,0;3,0;0,76;15,16;6,26;100,0;0;0;2,633;0,8777;1,292;44,14;37,09;66,04;7,48;44,14;0,8369;15010955555555,55;3874397,44
399;3;3;50;16,67;265,72;26572;26572;26572,0;8,33;9,42;782467;732,9;25;12;11,6;20,3;100,0;3;0;2,0;100,0;1;3;0,82;3400,0;11772,0;8857,33;3861,9;4,0;11,0;8,0;3,0;0,75;15,15;6,23;100,0;0;0;2,6572;0,8857;1,1772;43,6;37,09;66,2;7,48;43,6;0,8403;14914307555555,55;3861904,65
400;3;3;50;16,67;261,66;26166;26166;26166,0;8,0;9,36;781466;688,3;25;14;11,2;19,4;100,0;3;0;2,0;100,0;1;3;0,82;3000,0;13680,0;8722,0;4393,43;4,0;11,0;8,0;3,0;0,63;15,17;6,28;100,0;0;0;2,6166;0,8722;1,368;50,37;36,8;67,11;7,48;50,37;0,7976;19302248000000,0;4393432,37
401;3;3;50;16,67;248,9;24890;24890;24890,0;8,0;9,39;781582;704,5;25;14;11,4;19,9;100,0;3;0;2,0;100,0;1;3;0,82;3600,0;12920,0;8296,67;3805,23;4,0;11,0;8,0;3,0;0,73;15,22;6,24;100,0;0;0;2,489;0,8297;1,292;45,86;36,8;66,47;7,48;45,86;0,8262;14479755555555,56;3805227,4
402;3;3;50;16,67;248,44;24844;24844;24844,0;8,0;9,41;782222;690,0;25;14;11,4;20,4;100,0;3;0;2,0;100,0;1;3;0,82;3400,0;11400,0;8281,33;3495,74;4,0;11,0;8,0;3,0;0,65;15,28;6,31;100,0;0;0;2,4844;0,8281;1,14;42,21;36,8;67,09;7,48;42,21;0,8488;12220163555555,55;3495735,05
403;3;3;50;16,67;277,98;27798;27798;27798,0;8,33;9,43;781768;1278,1;25;12;14,6;27,7;100,0;3;0;2,0;100,0;1;3;0,82;3000,0;13680,0;9266,0;4552,51;4,0;11,0;8,0;3,0;0,64;15,36;6,34;100,0;0;0;2,7798;0,9266;1,368;49,13;37,09;67,2;7,48;49,13;0,8055;20725352000000,0;4552510,52
404;3;3;50;16,67;248,9;24890;24890;24890,0;8,0;9,41;782603;979,5;25;14;12,6;22,4;100,0;3;0;2,0;100,0;1;3;0,82;3600,0;12920,0;8296,67;3805,23;4,0;11,0;8,0;3,0;0,63;15,33;6,34;100,0;0;0;2,489;0,8297;1,292;45,86;36,8;67,31;7,48;45,86;0,8262;14479755555555,56;3805227,4
405;3;3;50;16,67;248,44;24844;24844;24844,0;8,0;9,37;782303;775,8;25;14;12,1;22,1;100,0;3;0;2,0;100,0;1;3;0,82;3400,0;11400,0;8281,33;3495,74;4,0;11,0;8,0;3,0;0,63;15,26;6,31;100,0;0;0;2,4844;0,8281;1,14;42,21;36,8;67,27;7,48;42,21;0,8488;12220163555555,55;3495735,05
406;3;3;50;16,67;261,66;26166;26166;26166,0;8,0;9,35;782112;902,7;25;14;9,3;16,0;100,0;3;0;2,0;100,0;1;3;0,82;3000,0;13680,0;8722,0;4393,43;4,0;11,0;8,0;3,0;0,57;15,24;6,33;100,0;0;0;2,6166;0,8722;1,368;50,37;36,8;67,7;7,48;50,37;0,7976;19302248000000,0;4393432,37
407;3;3;50;16,67;248,9;24890;24890;24890,0;8,0;9,33;782309;1248,8;25;14;11,4;19,7;100,0;3;0;2,0;100,0;1;3;0,82;3600,0;12920,0;8296,67;3805,23;4,0;11,0;8,0;3,0;0,54;15,26;6,34;100,0;0;0;2,489;0,8297;1,292;45,86;36,8;67,97;7,48;45,86;0,8262;14479755555555,56;3805227,4
408;3;3;50;16,67;248,44;24844;24844;24844,0;8,0;9,34;782795;735,3;25;14;11,3;20,3;100,0;3;0;2,0;100,0;1;3;0,82;3400,0;11400,0;8281,33;3495,74;4,0;11,0;8,0;3,0;0,65;15,23;6,27;100,0;0;0;2,4844;0,8281;1,14;42,21;36,8;67,2;7,48;42,21;0,8488;12220163555555,55;3495735,05
409;3;3;50;16,67;261,66;26166;26166;26166,0;8,0;9,38;782128;1026,8;25;14;9,1;15,3;100,0;3;0;2,0;100,0;1;3;0,82;3000,0;13680,0;8722,0;4393,43;4,0;11,0;8,0;3,0;0,79;15,19;6,2;100,0;0;0;2,6166;0,8722;1,368;50,37;36,8;66,05;7,48;50,37;0,7976;19302248000000,0;4393432,37
410;3;3;50;16,67;248,9;24890;24890;24890,0;8,0;9,4;782518;1033,3;25;14;15,8;28,3;100,0;3;0;2,0;100,0;1;3;0,82;3600,0;12920,0;8296,67;3805,23;4,0;11,0;8,0;3,0;0,78;15,15;6,2;100,0;0;0;2,489;0,8297;1,292;45,86;36,8;66,04;7,48;45,86;0,8262;14479755555555,56;3805227,4
411;3;3;50;16,67;248,44;24844;24844;24844,0;8,0;9,42;781868;739,2;25;14;11,6;20,7;100,0;3;0;2,0;100,0;1;3;0,82;3400,0;11400,0;8281,33;3495,74;4,0;11,0;8,0;3,0;0,91;15,16;6,14;100,0;0;0;2,4844;0,8281;1,14;42,21;36,8;65,18;7,48;42,21;0,8488;12220163555555,55;3495735,05
412;3;3;50;16,67;261,66;26166;26166;26166,0;8,0;9,41;780880;779,3;25;14;11,7;20,3;100,0;3;0;2,0;100,0;1;3;0,82;3000,0;13680,0;8722,0;4393,43;4,0;11,0;8,0;3,0;0,99;15,08;6,07;100,0;0;0;2,6166;0,8722;1,368;50,37;36,8;64,56;7,48;50,37;0,7976;19302248000000,0;4393432,37
413;3;3;50;16,67;248,9;24890;24890;24890,0;8,0;9,44;782251;716,3;25;14;11,3;20,2;100,0;3;0;2,0;100,0;1;3;0,82;3600,0;12920,0;8296,67;3805,23;4,0;11,0;8,0;3,0;1,01;15,1;6,07;100,0;0;0;2,489;0,8297;1,292;45,86;36,8;64,34;7,48;45,86;0,8262;14479755555555,56;3805227,4
414;3;3;50;16,67;248,44;24844;24844;24844,0;8,0;9,48;781953;1187,1;25;14;16,3;29,6;100,0;3;0;2,0;100,0;1;3;0,82;3400,0;11400,0;8281,33;3495,74;4,0;11,0;8,0;3,0;1,02;15,16;6,1;100,0;0;0;2,4844;0,8281;1,14;42,21;36,8;64,33;7,48;42,21;0,8488;12220163555555,55;3495735,05
415;3;3;50;16,67;277,98;27798;27798;27798,0;8,33;9,51;782732;993,0;25;12;11,4;20,0;100,0;3;0;2,0;100,0;1;3;0,82;3000,0;13680,0;9266,0;4552,51;4,0;11,0;8,0;3,0;1,06;15,13;6,08;100,0;0;0;2,7798;0,9266;1,368;49,13;37,09;63,95;7,48;49,13;0,8055;20725352000000,0;4552510,52
416;3;3;50;16,67;248,9;24890;24890;24890,0;8,0;9,49;782703;1054,5;25;14;11,4;20,3;100,0;3;0;2,0;100,0;1;3;0,82;3600,0;12920,0;8296,67;3805,23;4,0;11,0;8,0;3,0;1,06;15,15;6,08;100,0;0;0;2,489;0,8297;1,292;45,86;36,8;64,03;7,48;45,86;0,8262;14479755555555,56;3805227,4
417;3;3;50;16,67;248,44;24844;24844;24844,0;8,0;9,39;782275;669,0;25;14;10,8;19,4;100,0;3;0;2,0;100,0;1;3;0,82;3400,0;11400,0;8281,33;3495,74;4,0;11,0;8,0;3,0;0,88;15,11;6,14;100,0;0;0;2,4844;0,8281;1,14;42,21;36,8;65,34;7,48;42,21;0,8488;12220163555555,55;3495735,05
418;3;3;50;16,67;261,66;26166;26166;26166,0;8,0;9,37;782720;1219,3;25;14;17,8;32,2;100,0;3;0;2,0;100,0;1;3;0,82;3000,0;13680,0;8722,0;4393,43;4,0;11,0;8,0;3,0;0,87;15,11;6,13;100,0;0;0;2,6166;0,8722;1,368;50,37;36,8;65,44;7,48;50,37;0,7976;19302248000000,0;4393432,37
419;3;3;50;16,67;248,9;24890;24890;24890,0;8,0;9,39;782230;732,2;25;14;12,5;21,5;100,0;3;0;2,0;100,0;1;3;0,82;3600,0;12920,0;8296,67;3805,23;4,0;11,0;8,0;3,0;0,83;15,18;6,17;100,0;0;0;2,489;0,8297;1,292;45,86;36,8;65,78;7,48;45,86;0,8262;14479755555555,56;3805227,4
420;3;3;50;16,67;248,44;24844;24844;24844,0;8,0;9,38;782455;708,0;25;14;12,3;21,3;100,0;3;0;2,0;100,0;1;3;0,82;3400,0;11400,0;8281,33;3495,74;4,0;11,0;8,0;3,0;0,77;15,27;6,22;100,0;0;0;2,4844;0,8281;1,14;42,21;36,8;66,32;7,48;42,21;0,8488;12220163555555,55;3495735,05
421;3;3;50;16,67;261,66;26166;26166;26166,0;8,0;9,42;782529;814,9;25;14;12,4;22,1;100,0;3;0;2,0;100,0;1;3;0,82;3000,0;13680,0;8722,0;4393,43;4,0;11,0;8,0;3,0;0,87;15,3;6,19;100,0;0;0;2,6166;0,8722;1,368;50,37;36,8;65,68;7,48;50,37;0,7976;19302248000000,0;4393432,37
422;3;3;50;16,67;248,9;24890;24890;24890,0;8,0;9,44;782825;696,8;25;14;11,5;20,4;100,0;3;0;2,0;100,0;1;3;0,82;3600,0;12920,0;8296,67;3805,23;4,0;11,0;8,0;3,0;0,87;15,31;6,2;100,0;0;0;2,489;0,8297;1,292;45,86;36,8;65,63;7,48;45,86;0,8262;14479755555555,56;3805227,4
423;3;3;50;16,67;248,44;24844;24844;24844,0;8,0;9,45;782765;1369,8;25;14;15,3;42,6;100,0;3;0;2,0;100,0;1;3;0,82;3400,0;11400,0;8281,33;3495,74;4,0;11,0;8,0;3,0;0,89;15,34;6,19;100,0;0;0;2,4844;0,8281;1,14;42,21;36,8;65,52;7,48;42,21;0,8488;12220163555555,55;3495735,05
424;3;3;50;16,67;261,66;26166;26166;26166,0;8,0;9,47;782401;1458,7;25;14;20,6;30,5;100,0;3;0;2,0;100,0;1;3;0,82;3000,0;13680,0;8722,0;4393,43;4,0;11,0;8,0;3,0;0,89;15,38;6,21;100,0;0;0;2,6166;0,8722;1,368;50,37;36,8;65,58;7,48;50,37;0,7976;19302248000000,0;4393432,37
425;3;3;50;16,67;248,9;24890;24890;24890,0;8,0;9,57;782643;719,8;25;14;23,0;19,9;100,0;3;0;2,0;100,0;1;3;0,82;3600,0;12920,0;8296,67;3805,23;4,0;11,0;8,0;3,0;1,12;15,4;6,12;100,0;0;0;2,489;0,8297;1,292;45,86;36,8;63,89;7,48;45,86;0,8262;14479755555555,56;3805227,4
426;3;3;50;16,67;248,44;24844;24844;24844,0;8,0;9,57;782873;729,0;25;14;11,9;20,9;100,0;3;0;2,0;100,0;1;3;0,82;3400,0;11400,0;8281,33;3495,74;4,0;11,0;8,0;3,0;1,13;15,4;6,11;100,0;0;0;2,4844;0,8281;1,14;42,21;36,8;63,82;7,48;42,21;0,8488;12220163555555,55;3495735,05
427;3;3;50;16,67;261,66;26166;26166;26166,0;8,0;9,54;782195;1160,1;25;14;19,7;28,4;100,0;3;0;2,0;100,0;1;3;0,82;3000,0;13680,0;8722,0;4393,43;4,0;11,0;8,0;3,0;1,1;15,31;6,1;100,0;0;0;2,6166;0,8722;1,368;50,37;36,8;63,95;7,48;50,37;0,7976;19302248000000,0;4393432,37
