tti;sch_eligible_ue_count;sch_active_ue_count;dl_rb_allocated_count;dl_rb_per_ue_avg;dl_bits_per_rb_avg;dl_capacity_bits_sum_tti;dl_transmitted_bits_sum_tti;dl_throughput_sum_kbps;dl_cqi_wb_avg_idx;dl_sinr_avg;buffer_size_sum_bytes;sch_total_time_us;pdcch_cce_total_count;pdcch_cce_allocated_count;sch_priority_calc_time_us;sch_priority_sort_time_us;dl_prb_utilization_pct;sch_priority_list_size;sch_pdcch_blocked_count;sch_avg_priority_value;sch_eligible_to_active_ratio;sch_priority_min;sch_priority_max;sch_priority_std;dl_throughput_kbps_min;dl_throughput_kbps_max;dl_throughput_kbps_avg;dl_throughput_kbps_std;dl_cqi_wb_idx_min;dl_cqi_wb_idx_max;dl_cqi_wb_idx_avg;dl_cqi_wb_idx_std;dl_sinr_min;dl_sinr_max;dl_sinr_std;dl_rb_utilization_pct;dl_rb_wasted_count;dl_rb_idle_count;dl_spectral_efficiency_bps_hz;dl_spectral_efficiency_avg_ue;dl_spectral_efficiency_peak;dl_throughput_cv_pct;dl_cqi_cv_pct;dl_sinr_cv_pct;dl_rb_allocation_cv_pct;dl_spectral_efficiency_cv_pct;dl_fairness_jain_index;dl_throughput_variance;dl_throughput_std
4624;3;3;50;16,67;219,14;21914;21914;21914,0;6,67;5,38;782501;1308,2;25;14;18,7;31,8;100,0;3;0;2,0;100,0;1;3;0,82;750,0;12920,0;7304,67;5012,58;1,0;11,0;7,0;4,0;-8,31;15,56;10,06;100,0;0;0;2,1914;0,7305;1,292;68,62;62,85;27,26;7,48;68,62;0,6799;25125990222222,22;5012583,19
4625;3;3;50;16,67;200,86;20086;20086;20086,0;6,67;5,38;782562;853,2;25;14;11,7;20,5;100,0;3;0;2,0;100,0;1;3;0,82;900,0;11400,0;6695,33;4355,43;1,0;11,0;7,0;4,0;-8,35;15,6;10,09;100,0;0;0;2,0086;0,6695;1,14;65,05;62,85;27,39;7,48;65,05;0,7027;18969776888888,89;4355430,74
4626;3;3;50;16,67;214,0;21400;21400;21400,0;6,67;5,43;782975;824,7;25;14;11,4;20,2;100,0;3;0;2,0;100,0;1;3;0,82;850,0;13680,0;7133,33;5241,13;1,0;11,0;7,0;4,0;-8,33;15,65;10,1;100,0;0;0;2,14;0,7133;1,368;73,47;62,85;27,25;7,48;73,47;0,6494;27469488888888,89;5241134,31
4627;3;3;50;16,67;219,14;21914;21914;21914,0;6,67;5,42;783304;781,0;25;14;11,1;20,4;100,0;3;0;2,0;100,0;1;3;0,82;750,0;12920,0;7304,67;5012,58;1,0;11,0;7,0;4,0;-8,36;15,63;10,11;100,0;0;0;2,1914;0,7305;1,292;68,62;62,85;26,9;7,48;68,62;0,6799;25125990222222,22;5012583,19
4628;3;3;50;16,67;200,86;20086;20086;20086,0;6,67;5,45;783242;1361,4;25;14;11,2;19,6;100,0;3;0;2,0;100,0;1;3;0,82;900,0;11400,0;6695,33;4355,43;1,0;11,0;7,0;4,0;-8,33;15,67;10,12;100,0;0;0;2,0086;0,6695;1,14;65,05;62,85;26,91;7,48;65,05;0,7027;18969776888888,89;4355430,74
4629;3;3;50;16,67;214,0;21400;21400;21400,0;6,67;5,47;782468;838,3;25;14;11,6;20,7;100,0;3;0;2,0;100,0;1;3;0,82;850,0;13680,0;7133,33;5241,13;1,0;11,0;7,0;4,0;-8,28;15,65;10,09;100,0;0;0;2,14;0,7133;1,368;73,47;62,85;26,79;7,48;73,47;0,6494;27469488888888,89;5241134,31
4630;3;3;50;16,67;219,14;21914;21914;21914,0;6,67;5,51;782703;811,6;25;14;11,3;19,6;100,0;3;0;2,0;100,0;1;3;0,82;750,0;12920,0;7304,67;5012,58;1,0;11,0;7,0;4,0;-8,26;15,66;10,09;100,0;0;0;2,1914;0,7305;1,292;68,62;62,85;26,42;7,48;68,62;0,6799;25125990222222,22;5012583,19
4631;3;3;50;16,67;200,86;20086;20086;20086,0;6,67;5,49;782984;1285,4;25;14;11,6;20,4;100,0;3;0;2,0;100,0;1;3;0,82;900,0;11400,0;6695,33;4355,43;1,0;11,0;7,0;4,0;-8,17;15,64;10,03;100,0;0;0;2,0086;0,6695;1,14;65,05;62,85;26,9;7,48;65,05;0,7027;18969776888888,89;4355430,74
4632;3;3;50;16,67;214,0;21400;21400;21400,0;6,67;5,51;782751;859,9;25;14;11,2;20,2;100,0;3;0;2,0;100,0;1;3;0,82;850,0;13680,0;7133,33;5241,13;1,0;11,0;7,0;4,0;-8,16;15,61;10,03;100,0;0;0;2,14;0,7133;1,368;73,47;62,85;26,38;7,48;73,47;0,6494;27469488888888,89;5241134,31
4633;3;3;50;16,67;219,14;21914;21914;21914,0;6,67;5,44;783580;830,4;25;14;12,4;21,4;100,0;3;0;2,0;100,0;1;3;0,82;750,0;12920,0;7304,67;5012,58;1,0;11,0;7,0;4,0;-8,33;15,54;10,09;100,0;0;0;2,1914;0,7305;1,292;68,62;62,85;26,01;7,48;68,62;0,6799;25125990222222,22;5012583,19
4634;3;3;50;16,67;200,86;20086;20086;20086,0;6,67;5,44;782418;811,5;25;14;12,2;20,7;100,0;3;0;2,0;100,0;1;3;0,82;900,0;11400,0;6695,33;4355,43;1,0;11,0;7,0;4,0;-8,38;15,57;10,12;100,0;0;0;2,0086;0,6695;1,14;65,05;62,85;26,0;7,48;65,05;0,7027;18969776888888,89;4355430,74
4635;3;3;50;16,67;214,0;21400;21400;21400,0;6,67;5,46;782876;1313,9;25;14;11,5;21,2;100,0;3;0;2,0;100,0;1;3;0,82;850,0;13680,0;7133,33;5241,13;1,0;11,0;7,0;4,0;-8,32;15,55;10,09;100,0;0;0;2,14;0,7133;1,368;73,47;62,85;25,88;7,48;73,47;0,6494;27469488888888,89;5241134,31
4636;3;3;50;16,67;219,14;21914;21914;21914,0;6,67;5,49;783299;820,1;25;14;11,5;20,4;100,0;3;0;2,0;100,0;1;3;0,82;750,0;12920,0;7304,67;5012,58;1,0;11,0;7,0;4,0;-8,29;15,56;10,09;100,0;0;0;2,1914;0,7305;1,292;68,62;62,85;25,56;7,48;68,62;0,6799;25125990222222,22;5012583,19
4637;3;3;50;16,67;200,86;20086;20086;20086,0;6,67;5,4;783405;776,7;25;14;11,4;17,9;100,0;3;0;2,0;100,0;1;3;0,82;900,0;11400,0;6695,33;4355,43;1,0;11,0;7,0;4,0;-8,48;15,5;10,15;100,0;0;0;2,0086;0,6695;1,14;65,05;62,85;25,63;7,48;65,05;0,7027;18969776888888,89;4355430,74
4638;3;3;50;16,67;214,0;21400;21400;21400,0;6,67;5,36;783239;822,8;25;14;11,5;19,8;100,0;3;0;2,0;100,0;1;3;0,82;850,0;13680,0;7133,33;5241,13;1,0;11,0;7,0;4,0;-8,45;15,43;10,1;100,0;0;0;2,14;0,7133;1,368;73,47;62,85;25,82;7,48;73,47;0,6494;27469488888888,89;5241134,31
4639;3;3;50;16,67;219,14;21914;21914;21914,0;6,67;5,43;783063;1283,8;25;14;17,4;28,7;100,0;3;0;2,0;100,0;1;3;0,82;750,0;12920,0;7304,67;5012,58;1,0;11,0;7,0;4,0;-8,35;15,47;10,08;100,0;0;0;2,1914;0,7305;1,292;68,62;62,85;25,56;7,48;68,62;0,6799;25125990222222,22;5012583,19
4640;3;3;50;16,67;200,86;20086;20086;20086,0;6,67;5,47;783159;1349,7;25;14;11,0;19,9;100,0;3;0;2,0;100,0;1;3;0,82;900,0;11400,0;6695,33;4355,43;1,0;11,0;7,0;4,0;-8,27;15,49;10,05;100,0;0;0;2,0086;0,6695;1,14;65,05;62,85;25,5;7,48;65,05;0,7027;18969776888888,89;4355430,74
4641;3;3;50;16,67;214,0;21400;21400;21400,0;6,67;5,48;783172;1350,3;25;14;12,8;22,3;100,0;3;0;2,0;100,0;1;3;0,82;850,0;13680,0;7133,33;5241,13;1,0;11,0;7,0;4,0;-8,19;15,44;10,0;100,0;0;0;2,14;0,7133;1,368;73,47;62,85;25,32;7,48;73,47;0,6494;27469488888888,89;5241134,31
4642;3;3;50;16,67;219,14;21914;21914;21914,0;6,67;5,44;782647;1039,4;25;14;12,8;22,4;100,0;3;0;2,0;100,0;1;3;0,82;750,0;12920,0;7304,67;5012,58;1,0;11,0;7,0;4,0;-8,37;15,5;10,1;100,0;0;0;2,1914;0,7305;1,292;68,62;62,85;25,55;7,48;68,62;0,6799;25125990222222,22;5012583,19
4643;3;3;50;16,67;200,86;20086;20086;20086,0;6,67;5,38;783608;1350,4;25;14;15,3;29,2;100,0;3;0;2,0;100,0;1;3;0,82;900,0;11400,0;6695,33;4355,43;1,0;11,0;7,0;4,0;-8,37;15,36;10,05;100,0;0;0;2,0086;0,6695;1,14;65,05;62,85;25,36;7,48;65,05;0,7027;18969776888888,89;4355430,74
4644;3;3;50;16,67;214,0;21400;21400;21400,0;6,67;5,34;782553;33364,6;25;14;20,7;37,0;100,0;3;0;2,0;100,0;1;3;0,82;850,0;13680,0;7133,33;5241,13;1,0;11,0;7,0;4,0;-8,48;15,38;10,1;100,0;0;0;2,14;0,7133;1,368;73,47;62,85;25,51;7,48;73,47;0,6494;27469488888888,89;5241134,31
4645;3;3;50;16,67;219,14;21914;21914;21914,0;6,67;5,36;782918;2991,4;25;14;23,9;38,3;100,0;3;0;2,0;100,0;1;3;0,82;750,0;12920,0;7304,67;5012,58;1,0;11,0;7,0;4,0;-8,49;15,42;10,12;100,0;0;0;2,1914;0,7305;1,292;68,62;62,85;25,52;7,48;68,62;0,6799;25125990222222,22;5012583,19
4646;3;3;50;16,67;200,86;20086;20086;20086,0;6,67;5,33;783475;1208,8;25;14;15,0;48,6;100,0;3;0;2,0;100,0;1;3;0,82;900,0;11400,0;6695,33;4355,43;1,0;11,0;7,0;4,0;-8,53;15,39;10,13;100,0;0;0;2,0086;0,6695;1,14;65,05;62,85;25,64;7,48;65,05;0,7027;18969776888888,89;4355430,74
4647;3;3;50;16,67;214,0;21400;21400;21400,0;6,67;5,3;783018;1035,2;25;14;14,8;25,9;100,0;3;0;2,0;100,0;1;3;0,82;850,0;13680,0;7133,33;5241,13;1,0;11,0;7,0;4,0;-8,61;15,38;10,16;100,0;0;0;2,14;0,7133;1,368;73,47;62,85;25,48;7,48;73,47;0,6494;27469488888888,89;5241134,31
4648;3;3;50;16,67;219,14;21914;21914;21914,0;6,67;5,33;782883;862,9;25;14;13,4;23,7;100,0;3;0;2,0;100,0;1;3;0,82;750,0;12920,0;7304,67;5012,58;1,0;11,0;7,0;4,0;-8,52;15,28;10,1;100,0;0;0;2,1914;0,7305;1,292;68,62;62,85;24,76;7,48;68,62;0,6799;25125990222222,22;5012583,19
4649;3;3;50;16,67;200,86;20086;20086;20086,0;6,67;5,31;783317;884,6;25;14;13,7;23,0;100,0;3;0;2,0;100,0;1;3;0,82;900,0;11400,0;6695,33;4355,43;1,0;11,0;7,0;4,0;-8,48;15,22;10,06;100,0;0;0;2,0086;0,6695;1,14;65,05;62,85;24,7;7,48;65,05;0,7027;18969776888888,89;4355430,74
4650;3;3;50;16,67;214,0;21400;21400;21400,0;6,67;5,35;783558;948,2;25;14;15,2;44,4;100,0;3;0;2,0;100,0;1;3;0,82;850,0;13680,0;7133,33;5241,13;1,0;11,0;7,0;4,0;-8,41;15,27;10,04;100,0;0;0;2,14;0,7133;1,368;73,47;62,85;24,93;7,48;73,47;0,6494;27469488888888,89;5241134,31
4651;3;3;50;16,67;219,14;21914;21914;21914,0;6,67;5,36;782990;961,4;25;14;17,5;32,2;100,0;3;0;2,0;100,0;1;3;0,82;750,0;12920,0;7304,67;5012,58;1,0;11,0;7,0;4,0;-8,57;15,33;10,15;100,0;0;0;2,1914;0,7305;1,292;68,62;62,85;24,42;7,48;68,62;0,6799;25125990222222,22;5012583,19
4652;3;3;50;16,67;200,86;20086;20086;20086,0;6,67;5,32;783012;839,6;25;14;11,4;20,4;100,0;3;0;2,0;100,0;1;3;0,82;900,0;11400,0;6695,33;4355,43;1,0;11,0;7,0;4,0;-8,66;15,31;10,18;100,0;0;0;2,0086;0,6695;1,14;65,05;62,85;24,44;7,48;65,05;0,7027;18969776888888,89;4355430,74
4653;3;3;50;16,67;214,0;21400;21400;21400,0;6,67;5,38;782794;791,5;25;14;11,5;20,0;100,0;3;0;2,0;100,0;1;3;0,82;850,0;13680,0;7133,33;5241,13;1,0;11,0;7,0;4,0;-8,56;15,34;10,16;100,0;0;0;2,14;0,7133;1,368;73,47;62,85;24,19;7,48;73,47;0,6494;27469488888888,89;5241134,31
4654;3;3;50;16,67;219,14;21914;21914;21914,0;6,67;5,4;783477;761,0;25;14;11,5;19,7;100,0;3;0;2,0;100,0;1;3;0,82;750,0;12920,0;7304,67;5012,58;1,0;11,0;7,0;4,0;-8,58;15,4;10,19;100,0;0;0;2,1914;0,7305;1,292;68,62;62,85;24,17;7,48;68,62;0,6799;25125990222222,22;5012583,19
4655;3;3;50;16,67;200,86;20086;20086;20086,0;6,67;5,37;782730;904,3;25;14;10,8;19,4;100,0;3;0;2,0;100,0;1;3;0,82;900,0;11400,0;6695,33;4355,43;1,0;11,0;7,0;4,0;-8,64;15,39;10,21;100,0;0;0;2,0086;0,6695;1,14;65,05;62,85;24,42;7,48;65,05;0,7027;18969776888888,89;4355430,74
4656;3;3;50;16,67;214,0;21400;21400;21400,0;6,67;5,34;783142;970,4;25;14;10,8;19,4;100,0;3;0;2,0;100,0;1;3;0,82;850,0;13680,0;7133,33;5241,13;1,0;11,0;7,0;4,0;-8,63;15,4;10,2;100,0;0;0;2,14;0,7133;1,368;73,47;62,85;24,87;7,48;73,47;0,6494;27469488888888,89;5241134,31
4657;3;3;50;16,67;219,14;21914;21914;21914,0;6,67;5,39;781682;953,4;25;14;10,8;19,3;100,0;3;0;2,0;100,0;1;3;0,82;750,0;12920,0;7304,67;5012,58;1,0;11,0;7,0;4,0;-8,5;15,38;10,13;100,0;0;0;2,1914;0,7305;1,292;68,62;62,85;24,7;7,48;68,62;0,6799;25125990222222,22;5012583,19
4658;3;3;50;16,67;200,86;20086;20086;20086,0;6,67;5,36;782307;911,8;25;14;12,2;21,3;100,0;3;0;2,0;100,0;1;3;0,82;900,0;11400,0;6695,33;4355,43;1,0;11,0;7,0;4,0;-8,46;15,39;10,1;100,0;0;0;2,0086;0,6695;1,14;65,05;62,85;25,45;7,48;65,05;0,7027;18969776888888,89;4355430,74
4659;3;3;50;16,67;214,0;21400;21400;21400,0;6,67;5,32;782496;839,8;25;14;24,7;20,4;100,0;3;0;2,0;100,0;1;3;0,82;850,0;13680,0;7133,33;5241,13;1,0;11,0;7,0;4,0;-8,62;15,32;10,16;100,0;0;0;2,14;0,7133;1,368;73,47;62,85;24,75;7,48;73,47;0,6494;27469488888888,89;5241134,31
4660;3;3;50;16,67;219,14;21914;21914;21914,0;6,67;5,41;783087;819,9;25;14;10,9;19,6;100,0;3;0;2,0;100,0;1;3;0,82;750,0;12920,0;7304,67;5012,58;1,0;11,0;7,0;4,0;-8,38;15,29;10,05;100,0;0;0;2,1914;0,7305;1,292;68,62;62,85;24,22;7,48;68,62;0,6799;25125990222222,22;5012583,19
4661;3;3;50;16,67;200,86;20086;20086;20086,0;6,67;5,44;781523;967,9;25;14;29,3;49,5;100,0;3;0;2,0;100,0;1;3;0,82;900,0;11400,0;6695,33;4355,43;1,0;11,0;7,0;4,0;-8,3;15,3;10,02;100,0;0;0;2,0086;0,6695;1,14;65,05;62,85;24,22;7,48;65,05;0,7027;18969776888888,89;4355430,74
4662;3;3;50;16,67;214,0;21400;21400;21400,0;6,67;5,44;782848;964,0;25;14;12,6;22,1;100,0;3;0;2,0;100,0;1;3;0,82;850,0;13680,0;7133,33;5241,13;1,0;11,0;7,0;4,0;-8,36;15,39;10,07;100,0;0;0;2,14;0,7133;1,368;73,47;62,85;24,66;7,48;73,47;0,6494;27469488888888,89;5241134,31
4663;3;3;50;16,67;219,14;21914;21914;21914,0;6,67;5,51;782751;934,7;25;14;13,4;23,9;100,0;3;0;2,0;100,0;1;3;0,82;750,0;12920,0;7304,67;5012,58;1,0;11,0;7,0;4,0;-8,2;15,43;10,01;100,0;0;0;2,1914;0,7305;1,292;68,62;62,85;24,84;7,48;68,62;0,6799;25125990222222,22;5012583,19
4664;3;3;50;16,67;200,86;20086;20086;20086,0;6,67;5,47;783634;866,9;25;14;14,0;23,5;100,0;3;0;2,0;100,0;1;3;0,82;900,0;11400,0;6695,33;4355,43;1,0;11,0;7,0;4,0;-8,24;15,4;10,01;100,0;0;0;2,0086;0,6695;1,14;65,05;62,85;25,02;7,48;65,05;0,7027;18969776888888,89;4355430,74
4665;3;3;50;16,67;214,0;21400;21400;21400,0;6,67;5,49;783282;875,0;25;14;12,8;22,6;100,0;3;0;2,0;100,0;1;3;0,82;850,0;13680,0;7133,33;5241,13;1,0;11,0;7,0;4,0;-8,24;15,45;10,03;100,0;0;0;2,14;0,7133;1,368;73,47;62,85;25,09;7,48;73,47;0,6494;27469488888888,89;5241134,31
4666;3;3;50;16,67;219,14;21914;21914;21914,0;6,67;5,49;782451;905,6;25;14;10,6;18,1;100,0;3;0;2,0;100,0;1;3;0,82;750,0;12920,0;7304,67;5012,58;1,0;11,0;7,0;4,0;-8,27;15,41;10,04;100,0;0;0;2,1914;0,7305;1,292;68,62;62,85;24,66;7,48;68,62;0,6799;25125990222222,22;5012583,19
4667;3;3;50;16,67;200,86;20086;20086;20086,0;6,67;5,46;783001;835,2;25;14;10,0;17,3;100,0;3;0;2,0;100,0;1;3;0,82;900,0;11400,0;6695,33;4355,43;1,0;11,0;7,0;4,0;-8,3;15,4;10,05;100,0;0;0;2,0086;0,6695;1,14;65,05;62,85;24,82;7,48;65,05;0,7027;18969776888888,89;4355430,74
4668;3;3;50;16,67;214,0;21400;21400;21400,0;6,67;5,51;782761;865,2;25;14;12,7;22,3;100,0;3;0;2,0;100,0;1;3;0,82;850,0;13680,0;7133,33;5241,13;1,0;11,0;7,0;4,0;-8,13;15,37;9,96;100,0;0;0;2,14;0,7133;1,368;73,47;62,85;24,61;7,48;73,47;0,6494;27469488888888,89;5241134,31
4669;3;3;50;16,67;219,14;21914;21914;21914,0;6,67;5,55;782654;901,6;25;14;10,5;18,6;100,0;3;0;2,0;100,0;1;3;0,82;750,0;12920,0;7304,67;5012,58;1,0;11,0;7,0;4,0;-8,05;15,36;9,93;100,0;0;0;2,1914;0,7305;1,292;68,62;62,85;24,42;7,48;68,62;0,6799;25125990222222,22;5012583,19
4670;3;3;50;16,67;200,86;20086;20086;20086,0;6,67;5,59;783511;827,3;25;14;9,9;17,4;100,0;3;0;2,0;100,0;1;3;0,82;900,0;11400,0;6695,33;4355,43;1,0;11,0;7,0;4,0;-7,97;15,32;9,89;100,0;0;0;2,0086;0,6695;1,14;65,05;62,85;23,74;7,48;65,05;0,7027;18969776888888,89;4355430,74
4671;3;3;50;16,67;214,0;21400;21400;21400,0;6,67;5,66;782991;933,8;25;14;14,0;23,8;100,0;3;0;2,0;100,0;1;3;0,82;850,0;13680,0;7133,33;5241,13;1,0;11,0;7,0;4,0;-7,98;15,39;9,93;100,0;0;0;2,14;0,7133;1,368;73,47;62,85;23,22;7,48;73,47;0,6494;27469488888888,89;5241134,31
4672;3;3;50;16,67;219,14;21914;21914;21914,0;6,67;5,72;782890;861,8;25;14;12,8;22,2;100,0;3;0;2,0;100,0;1;3;0,82;750,0;12920,0;7304,67;5012,58;1,0;11,0;7,0;4,0;-7,98;15,47;9,97;100,0;0;0;2,1914;0,7305;1,292;68,62;62,85;23,03;7,48;68,62;0,6799;25125990222222,22;5012583,19
4673;3;3;50;16,67;200,86;20086;20086;20086,0;6,67;5,7;783046;901,6;25;14;13,0;22,5;100,0;3;0;2,0;100,0;1;3;0,82;900,0;11400,0;6695,33;4355,43;1,0;11,0;7,0;4,0;-7,88;15,43;9,9;100,0;0;0;2,0086;0,6695;1,14;65,05;62,85;23,48;7,48;65,05;0,7027;18969776888888,89;4355430,74
4674;3;3;50;16,67;214,0;21400;21400;21400,0;6,67;5,69;782904;1126,5;25;14;13,3;77,5;100,0;3;0;2,0;100,0;1;3;0,82;850,0;13680,0;7133,33;5241,13;1,0;11,0;7,0;4,0;-7,85;15,34;9,86;100,0;0;0;2,14;0,7133;1,368;73,47;62,85;23,05;7,48;73,47;0,6494;27469488888888,89;5241134,31
4675;3;3;50;16,67;219,14;21914;21914;21914,0;6,67;5,66;782948;851,0;25;14;11,3;20,0;100,0;3;0;2,0;100,0;1;3;0,82;750,0;12920,0;7304,67;5012,58;1,0;11,0;7,0;4,0;-7,9;15,32;9,87;100,0;0;0;2,1914;0,7305;1,292;68,62;62,85;23,14;7,48;68,62;0,6799;25125990222222,22;5012583,19
4676;3;3;50;16,67;200,86;20086;20086;20086,0;6,67;5,62;782623;924,4;25;14;12,3;22,5;100,0;3;0;2,0;100,0;1;3;0,82;900,0;11400,0;6695,33;4355,43;1,0;11,0;7,0;4,0;-7,89;15,34;9,85;100,0;0;0;2,0086;0,6695;1,14;65,05;62,85;23,95;7,48;65,05;0,7027;18969776888888,89;4355430,74
4677;3;3;50;16,67;214,0;21400;21400;21400,0;6,67;5,65;781984;1102,4;25;14;15,8;27,7;100,0;3;0;2,0;100,0;1;3;0,82;850,0;13680,0;7133,33;5241,13;1,0;11,0;7,0;4,0;-7,77;15,37;9,8;100,0;0;0;2,14;0,7133;1,368;73,47;62,85;24,43;7,48;73,47;0,6494;27469488888888,89;5241134,31
4678;3;3;50;16,67;219,14;21914;21914;21914,0;6,67;5,61;782488;906,7;25;14;12,7;22,2;100,0;3;0;2,0;100,0;1;3;0,82;750,0;12920,0;7304,67;5012,58;1,0;11,0;7,0;4,0;-7,68;15,31;9,72;100,0;0;0;2,1914;0,7305;1,292;68,62;62,85;24,94;7,48;68,62;0,6799;25125990222222,22;5012583,19
4679;3;3;50;16,67;200,86;20086;20086;20086,0;6,67;5,54;783090;926,3;25;14;12,3;23,9;100,0;3;0;2,0;100,0;1;3;0,82;900,0;11400,0;6695,33;4355,43;1,0;11,0;7,0;4,0;-7,84;15,27;9,78;100,0;0;0;2,0086;0,6695;1,14;65,05;62,85;24,87;7,48;65,05;0,7027;18969776888888,89;4355430,74
4680;3;3;50;16,67;214,0;21400;21400;21400,0;6,67;5,54;783080;867,1;25;14;12,5;22,1;100,0;3;0;2,0;100,0;1;3;0,82;850,0;13680,0;7133,33;5241,13;1,0;11,0;7,0;4,0;-7,92;15,25;9,82;100,0;0;0;2,14;0,7133;1,368;73,47;62,85;24,34;7,48;73,47;0,6494;27469488888888,89;5241134,31
4681;3;3;50;16,67;219,14;21914;21914;21914,0;6,67;5,56;783270;905,8;25;14;13,4;28,5;100,0;3;0;2,0;100,0;1;3;0,82;750,0;12920,0;7304,67;5012,58;1,0;11,0;7,0;4,0;-7,8;15,25;9,76;100,0;0;0;2,1914;0,7305;1,292;68,62;62,85;24,6;7,48;68,62;0,6799;25125990222222,22;5012583,19
4682;3;3;50;16,67;200,86;20086;20086;20086,0;6,67;5,52;783517;1036,4;25;14;12,1;22,0;100,0;3;0;2,0;100,0;1;3;0,82;900,0;11400,0;6695,33;4355,43;1,0;11,0;7,0;4,0;-7,84;15,2;9,76;100,0;0;0;2,0086;0,6695;1,14;65,05;62,85;24,69;7,48;65,05;0,7027;18969776888888,89;4355430,74
4683;3;3;50;16,67;214,0;21400;21400;21400,0;6,67;5,48;782586;1015,9;25;14;10,6;18,2;100,0;3;0;2,0;100,0;1;3;0,82;850,0;13680,0;7133,33;5241,13;1,0;11,0;7,0;4,0;-7,91;15,14;9,77;100,0;0;0;2,14;0,7133;1,368;73,47;62,85;24,42;7,48;73,47;0,6494;27469488888888,89;5241134,31
4684;3;3;50;16,67;219,14;21914;21914;21914,0;6,67;5,41;783355;816,1;25;14;9,7;17,2;100,0;3;0;2,0;100,0;1;3;0,82;750,0;12920,0;7304,67;5012,58;1,0;11,0;7,0;4,0;-8,05;15,08;9,81;100,0;0;0;2,1914;0,7305;1,292;68,62;62,85;24,29;7,48;68,62;0,6799;25125990222222,22;5012583,19
4685;3;3;50;16,67;200,86;20086;20086;20086,0;6,67;5,34;783211;1066,1;25;14;11,8;20,8;100,0;3;0;2,0;100,0;1;3;0,82;900,0;11400,0;6695,33;4355,43;1,0;11,0;7,0;4,0;-8,14;15,06;9,84;100,0;0;0;2,0086;0,6695;1,14;65,05;62,85;24,62;7,48;65,05;0,7027;18969776888888,89;4355430,74
4686;3;3;50;16,67;214,0;21400;21400;21400,0;6,67;5,36;782687;1498,9;25;14;16,8;29,5;100,0;3;0;2,0;100,0;1;3;0,82;850,0;13680,0;7133,33;5241,13;1,0;11,0;7,0;4,0;-8,07;15,03;9,8;100,0;0;0;2,14;0,7133;1,368;73,47;62,85;24,44;7,48;73,47;0,6494;27469488888888,89;5241134,31
4687;3;3;50;16,67;219,14;21914;21914;21914,0;6,67;5,29;783135;801,2;25;14;17,6;20,3;100,0;3;0;2,0;100,0;1;3;0,82;750,0;12920,0;7304,67;5012,58;1,0;11,0;7,0;4,0;-8,16;14,97;9,81;100,0;0;0;2,1914;0,7305;1,292;68,62;62,85;24,57;7,48;68,62;0,6799;25125990222222,22;5012583,19
4688;3;3;50;16,67;200,86;20086;20086;20086,0;6,67;5,23;781941;755,5;25;14;9,7;16,9;100,0;3;0;2,0;100,0;1;3;0,82;900,0;11400,0;6695,33;4355,43;1,0;11,0;7,0;4,0;-8,26;14,93;9,84;100,0;0;0;2,0086;0,6695;1,14;65,05;62,85;24,73;7,48;65,05;0,7027;18969776888888,89;4355430,74
4689;3;3;50;16,67;214,0;21400;21400;21400,0;6,67;5,23;783322;901,5;25;14;12,9;22,5;100,0;3;0;2,0;100,0;1;3;0,82;850,0;13680,0;7133,33;5241,13;1,0;11,0;7,0;4,0;-8,26;14,89;9,83;100,0;0;0;2,14;0,7133;1,368;73,47;62,85;24,4;7,48;73,47;0,6494;27469488888888,89;5241134,31
4690;3;3;50;16,67;219,14;21914;21914;21914,0;6,67;5,29;782795;868,9;25;14;10,8;18,3;100,0;3;0;2,0;100,0;1;3;0,82;750,0;12920,0;7304,67;5012,58;1,0;11,0;7,0;4,0;-8,16;14,91;9,8;100,0;0;0;2,1914;0,7305;1,292;68,62;62,85;24,15;7,48;68,62;0,6799;25125990222222,22;5012583,19
4691;3;3;50;16,67;200,86;20086;20086;20086,0;6,67;5,28;781733;875,9;25;14;12,2;21,6;100,0;3;0;2,0;100,0;1;3;0,82;900,0;11400,0;6695,33;4355,43;1,0;11,0;7,0;4,0;-8,18;14,93;9,81;100,0;0;0;2,0086;0,6695;1,14;65,05;62,85;24,28;7,48;65,05;0,7027;18969776888888,89;4355430,74
4692;3;3;50;16,67;214,0;21400;21400;21400,0;6,67;5,31;782054;1128,5;25;14;10,4;18,1;100,0;3;0;2,0;100,0;1;3;0,82;850,0;13680,0;7133,33;5241,13;1,0;11,0;7,0;4,0;-8,09;14,98;9,78;100,0;0;0;2,14;0,7133;1,368;73,47;62,85;24,7;7,48;73,47;0,6494;27469488888888,89;5241134,31
4693;3;3;50;16,67;219,14;21914;21914;21914,0;6,67;5,27;782315;911,7;25;14;12,2;21,4;100,0;3;0;2,0;100,0;1;3;0,82;750,0;12920,0;7304,67;5012,58;1,0;11,0;7,0;4,0;-8,16;14,94;9,8;100,0;0;0;2,1914;0,7305;1,292;68,62;62,85;24,73;7,48;68,62;0,6799;25125990222222,22;5012583,19
4694;3;3;50;16,67;200,86;20086;20086;20086,0;6,67;5,21;783653;909,2;25;14;10,0;18,1;100,0;3;0;2,0;100,0;1;3;0,82;900,0;11400,0;6695,33;4355,43;1,0;11,0;7,0;4,0;-8,24;14,86;9,81;100,0;0;0;2,0086;0,6695;1,14;65,05;62,85;24,46;7,48;65,05;0,7027;18969776888888,89;4355430,74
