TTI,UE_ID,Num_RBs,RBs,Num_CCE,Tx_Bits,Buffer_Size,Wideband CQI,Subband CQI,SINR
284,3,18,"[0, 1, 2, 9, 10, 11, 18, 19, 20, 27, 28, 29, 36, 37, 38, 45, 46, 47]",4,12096,6944,8,"[11, 10, 10, 7, 6, 8, 10, 8, 8, 8, 4, 8, 7, 4, 5, 8, 11]",8.4356
285,1,9,"[6, 7, 8, 15, 16, 17, 24, 25, 26]",2,9000,0,12,"[9, 9, 9, 14, 13, 10, 15, 13, 12, 11, 10, 14, 15, 14, 15, 13, 10]",17.8206
285,2,18,"[0, 1, 2, 9, 10, 11, 18, 19, 20, 27, 28, 29, 36, 37, 38, 45, 46, 47]",8,12096,35424,6,"[5, 6, 5, 5, 5, 7, 8, 8, 6, 7, 7, 7, 8, 7, 6, 5, 7]",5.5633
285,3,15,"[3, 4, 5, 12, 13, 14, 21, 22, 23, 30, 31, 32, 39, 40, 41]",4,9472,0,8,"[11, 10, 10, 7, 6, 7, 10, 8, 8, 8, 3, 8, 6, 5, 6, 8, 11]",8.3018
286,1,21,"[3, 4, 5, 9, 10, 11, 15, 16, 17, 21, 22, 23, 27, 28, 29, 33, 34, 35, 39, 40, 41]",2,20584,0,12,"[9, 9, 10, 15, 13, 10, 15, 13, 11, 11, 10, 14, 14, 14, 15, 13, 11]",18.0577
286,2,26,"[0, 1, 2, 6, 7, 8, 12, 13, 14, 18, 19, 20, 24, 25, 26, 30, 31, 32, 36, 37, 38, 42, 43, 44, 48, 49]",8,17472,17952,6,"[5, 5, 5, 5, 5, 7, 8, 8, 6, 6, 7, 7, 7, 7, 6, 6, 6]",5.4265
286,3,0,0,0,0,0,8,"[11, 9, 9, 7, 7, 7, 10, 8, 8, 7, 4, 8, 5, 5, 6, 8, 11]",8.4908
287,1,12,"[6, 7, 8, 15, 16, 17, 24, 25, 26, 33, 34, 35]",2,10664,0,12,"[10, 9, 10, 15, 12, 10, 15, 13, 11, 11, 11, 14, 14, 14, 15, 13, 11]",18.2819
287,2,18,"[0, 1, 2, 9, 10, 11, 18, 19, 20, 27, 28, 29, 36, 37, 38, 45, 46, 47]",8,12096,5856,6,"[5, 5, 5, 5, 5, 6, 8, 7, 5, 6, 7, 7, 7, 6, 6, 5, 6]",4.6276
287,3,17,"[3, 4, 5, 12, 13, 14, 21, 22, 23, 30, 31, 32, 39, 40, 41, 48, 49]",4,11240,0,8,"[11, 9, 9, 7, 7, 7, 10, 9, 8, 7, 4, 8, 5, 6, 7, 8, 11]",8.5168
288,1,0,0,0,0,0,12,"[10, 10, 11, 15, 12, 10, 15, 13, 11, 11, 12, 14, 14, 14, 15, 13, 11]",18.6009
288,2,50,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49]",8,16800,6384,5,"[5, 4, 4, 4, 4, 5, 7, 7, 4, 5, 6, 6, 6, 6, 5, 5, 5]",3.0326
288,3,0,0,0,0,0,8,"[11, 9, 9, 7, 8, 6, 10, 9, 8, 6, 4, 8, 4, 7, 7, 8, 11]",8.4652
289,1,0,0,0,0,0,13,"[10, 10, 11, 15, 12, 10, 15, 13, 11, 11, 13, 14, 14, 15, 15, 12, 11]",18.7833
289,2,24,"[3, 4, 5, 9, 10, 11, 15, 16, 17, 21, 22, 23, 27, 28, 29, 33, 34, 35, 39, 40, 41, 45, 46, 47]",8,8064,21944,4,"[4, 2, 3, 3, 3, 4, 7, 5, 2, 4, 5, 5, 5, 4, 3, 4, 3]",0.3457
289,3,26,"[0, 1, 2, 6, 7, 8, 12, 13, 14, 18, 19, 20, 24, 25, 26, 30, 31, 32, 36, 37, 38, 42, 43, 44, 48, 49]",4,17472,7856,8,"[11, 9, 8, 7, 8, 6, 10, 9, 8, 5, 4, 8, 3, 7, 7, 8, 11]",8.3133
290,1,9,"[6, 7, 8, 15, 16, 17, 24, 25, 26]",1,6104,0,13,"[11, 10, 11, 15, 12, 11, 15, 13, 10, 12, 13, 14, 14, 15, 15, 12, 11]",19.1002
290,2,18,"[0, 1, 2, 9, 10, 11, 18, 19, 20, 27, 28, 29, 36, 37, 38, 45, 46, 47]",8,6048,25408,2,"[4, 1, 2, 1, 2, 4, 6, 3, 1, 3, 3, 3, 2, 3, 1, 3, 1]",-2.8873
290,3,12,"[3, 4, 5, 12, 13, 14, 21, 22, 23, 30, 31, 32]",4,7856,0,8,"[11, 8, 8, 7, 9, 6, 10, 9, 8, 5, 5, 7, 2, 8, 8, 9, 11]",8.1693
291,1,0,0,0,0,0,13,"[11, 10, 12, 15, 11, 11, 15, 13, 10, 12, 14, 14, 14, 15, 15, 12, 11]",19.2178
291,2,26,"[0, 1, 2, 6, 7, 8, 12, 13, 14, 18, 19, 20, 24, 25, 26, 30, 31, 32, 36, 37, 38, 42, 43, 44, 48, 49]",8,8736,16672,1,"[4, 1, 2, 1, 2, 3, 5, 1, 2, 3, 3, 2, 1, 1, 1, 1, 1]",-4.8847
291,3,15,"[3, 4, 5, 9, 10, 11, 15, 16, 17, 21, 22, 23, 27, 28, 29]",4,9584,0,7,"[11, 8, 7, 7, 9, 6, 9, 10, 8, 4, 5, 7, 1, 8, 8, 9, 11]",7.8711
292,1,6,"[0, 1, 2, 9, 10, 11]",1,4064,0,13,"[11, 11, 12, 15, 11, 11, 15, 13, 10, 12, 14, 14, 14, 15, 15, 12, 12]",19.3473
292,2,17,"[3, 4, 5, 12, 13, 14, 21, 22, 23, 30, 31, 32, 39, 40, 41, 48, 49]",8,5712,18920,2,"[3, 1, 3, 1, 3, 3, 3, 1, 4, 4, 3, 2, 4, 2, 3, 2, 2]",-2.872
292,3,9,"[6, 7, 8, 15, 16, 17, 24, 25, 26]",4,4920,0,7,"[11, 7, 7, 7, 9, 6, 9, 10, 7, 4, 6, 7, 1, 8, 8, 9, 11]",7.5539
293,1,17,"[3, 4, 5, 12, 13, 14, 21, 22, 23, 30, 31, 32, 39, 40, 41, 48, 49]",1,15280,0,13,"[12, 11, 12, 15, 11, 11, 15, 13, 10, 12, 14, 14, 14, 15, 15, 12, 12]",19.3747
293,2,15,"[6, 7, 8, 15, 16, 17, 24, 25, 26, 33, 34, 35, 42, 43, 44]",8,5040,13880,3,"[2, 1, 3, 3, 4, 3, 3, 4, 5, 5, 4, 4, 5, 4, 5, 3, 3]",-0.7052
293,3,9,"[0, 1, 2, 9, 10, 11, 18, 19, 20]",4,5296,0,7,"[10, 7, 6, 7, 10, 6, 9, 10, 7, 4, 6, 7, 1, 8, 8, 9, 11]",7.6252
294,1,0,0,0,0,0,13,"[12, 11, 12, 15, 10, 11, 15, 13, 9, 12, 14, 15, 13, 15, 15, 12, 12]",19.3636
294,2,42,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41]",8,13880,0,4,"[2, 1, 4, 4, 4, 3, 4, 5, 6, 5, 5, 4, 6, 5, 5, 4, 4]",0.7611
294,3,0,0,0,0,0,7,"[10, 6, 5, 7, 10, 6, 8, 10, 7, 5, 7, 7, 3, 9, 8, 9, 11]",7.7842
295,1,12,"[0, 1, 2, 9, 10, 11, 18, 19, 20, 27, 28, 29]",1,9600,0,13,"[12, 11, 12, 15, 9, 11, 15, 13, 9, 12, 15, 15, 13, 15, 15, 12, 12]",19.2251
295,2,15,"[3, 4, 5, 12, 13, 14, 21, 22, 23, 30, 31, 32, 39, 40, 41]",8,4784,0,4,"[1, 1, 5, 5, 4, 3, 5, 6, 6, 5, 5, 5, 6, 5, 5, 4, 3]",1.2923
295,3,15,"[6, 7, 8, 15, 16, 17, 24, 25, 26, 33, 34, 35, 42, 43, 44]",4,10080,3960,7,"[10, 5, 4, 7, 10, 7, 8, 10, 6, 5, 7, 6, 4, 9, 8, 9, 11]",7.7299
296,1,17,"[3, 4, 5, 12, 13, 14, 21, 22, 23, 30, 31, 32, 39, 40, 41, 48, 49]",1,17136,880,13,"[12, 11, 13, 15, 8, 11, 15, 13, 9, 12, 15, 15, 13, 15, 15, 12, 12]",19.1794
296,2,15,"[6, 7, 8, 15, 16, 17, 24, 25, 26, 33, 34, 35, 42, 43, 44]",8,5040,18344,4,"[1, 1, 5, 5, 4, 2, 5, 6, 6, 5, 4, 5, 6, 5, 5, 4, 2]",0.8636
296,3,12,"[0, 1, 2, 9, 10, 11, 18, 19, 20, 27, 28, 29]",4,7192,0,7,"[10, 2, 4, 7, 10, 8, 7, 10, 5, 5, 7, 6, 4, 9, 9, 9, 11]",7.3771
297,1,9,"[6, 7, 8, 15, 16, 17, 24, 25, 26]",1,6792,0,13,"[12, 11, 13, 15, 10, 11, 15, 13, 9, 12, 15, 15, 13, 15, 15, 11, 12]",19.3769
297,2,18,"[0, 1, 2, 9, 10, 11, 18, 19, 20, 27, 28, 29, 36, 37, 38, 45, 46, 47]",8,6048,33776,3,"[1, 1, 4, 5, 4, 1, 5, 6, 6, 4, 4, 4, 5, 5, 4, 3, 1]",-0.7714
297,3,17,"[3, 4, 5, 12, 13, 14, 21, 22, 23, 30, 31, 32, 39, 40, 41, 48, 49]",4,11424,7832,7,"[9, 5, 4, 7, 11, 8, 7, 10, 2, 6, 7, 5, 5, 9, 9, 9, 10]",7.3567
298,1,3,"[0, 1, 2]",1,1840,0,13,"[12, 11, 13, 15, 10, 11, 15, 13, 9, 12, 15, 15, 13, 15, 15, 11, 12]",19.5363
298,2,17,"[3, 4, 5, 12, 13, 14, 21, 22, 23, 30, 31, 32, 39, 40, 41, 48, 49]",8,5712,46144,2,"[1, 1, 4, 4, 3, 1, 4, 5, 4, 1, 2, 2, 3, 3, 3, 2, 1]",-2.9233
298,3,12,"[6, 7, 8, 15, 16, 17, 24, 25, 26, 33, 34, 35]",4,7832,0,7,"[9, 5, 4, 7, 11, 9, 5, 10, 6, 6, 8, 4, 6, 9, 9, 9, 10]",7.6527
299,1,24,"[3, 4, 5, 9, 10, 11, 15, 16, 17, 21, 22, 23, 27, 28, 29, 33, 34, 35, 39, 40, 41, 45, 46, 47]",1,23560,0,13,"[12, 11, 13, 15, 11, 11, 15, 13, 9, 12, 15, 15, 13, 15, 15, 11, 12]",19.7461
299,2,26,"[0, 1, 2, 6, 7, 8, 12, 13, 14, 18, 19, 20, 24, 25, 26, 30, 31, 32, 36, 37, 38, 42, 43, 44, 48, 49]",8,8736,37408,1,"[1, 2, 3, 2, 2, 2, 4, 4, 2, 1, 1, 1, 2, 1, 1, 1, 2]",-4.9738
299,3,0,0,0,0,0,8,"[9, 6, 5, 6, 11, 9, 5, 10, 6, 6, 8, 4, 6, 10, 9, 8, 10]",8.1527
300,1,0,0,0,0,0,13,"[13, 11, 13, 15, 11, 11, 15, 14, 9, 12, 15, 15, 13, 15, 15, 11, 12]",19.8656
300,2,26,"[0, 1, 2, 6, 7, 8, 12, 13, 14, 18, 19, 20, 24, 25, 26, 30, 31, 32, 36, 37, 38, 42, 43, 44, 48, 49]",8,8736,33776,1,"[2, 3, 2, 1, 2, 3, 4, 1, 1, 1, 1, 2, 3, 1, 1, 1, 4]",-5.1376
300,3,6,"[3, 4, 5, 9, 10, 11]",4,3688,0,8,"[8, 6, 5, 6, 11, 9, 6, 10, 7, 7, 8, 5, 6, 10, 9, 8, 10]",8.6445
301,1,12,"[6, 7, 8, 15, 16, 17, 24, 25, 26, 33, 34, 35]",1,10832,0,13,"[13, 11, 13, 15, 11, 11, 15, 14, 9, 12, 15, 15, 13, 15, 15, 11, 12]",19.9911
301,2,18,"[0, 1, 2, 9, 10, 11, 18, 19, 20, 27, 28, 29, 36, 37, 38, 45, 46, 47]",8,6048,49280,3,"[3, 4, 2, 1, 3, 4, 4, 1, 1, 3, 4, 5, 5, 3, 3, 3, 6]",-1.9484
301,3,15,"[3, 4, 5, 12, 13, 14, 21, 22, 23, 30, 31, 32, 39, 40, 41]",4,8128,0,8,"[8, 7, 6, 6, 11, 10, 6, 10, 8, 7, 8, 5, 6, 10, 9, 8, 10]",8.853
302,1,26,"[0, 1, 2, 6, 7, 8, 12, 13, 14, 18, 19, 20, 24, 25, 26, 30, 31, 32, 36, 37, 38, 42, 43, 44, 48, 49]",1,24744,0,13,"[13, 11, 13, 15, 12, 11, 15, 14, 9, 12, 15, 15, 13, 15, 15, 11, 12]",19.9934
302,2,24,"[3, 4, 5, 9, 10, 11, 15, 16, 17, 21, 22, 23, 27, 28, 29, 33, 34, 35, 39, 40, 41, 45, 46, 47]",8,8064,46368,4,"[3, 4, 3, 1, 4, 5, 5, 3, 4, 4, 5, 6, 6, 5, 5, 5, 7]",1.221
302,3,0,0,0,0,0,8,"[7, 7, 6, 6, 11, 10, 7, 10, 8, 7, 8, 6, 7, 10, 9, 8, 10]",9.1154
303,1,9,"[3, 4, 5, 9, 10, 11, 15, 16, 17]",1,6488,0,13,"[13, 11, 13, 15, 12, 11, 15, 14, 9, 12, 15, 15, 12, 15, 15, 11, 11]",20.0348
303,2,26,"[0, 1, 2, 6, 7, 8, 12, 13, 14, 18, 19, 20, 24, 25, 26, 30, 31, 32, 36, 37, 38, 42, 43, 44, 48, 49]",8,8736,44616,5,"[4, 5, 4, 3, 5, 5, 6, 5, 5, 5, 6, 7, 7, 6, 6, 6, 7]",3.3467
303,3,0,0,0,0,0,8,"[7, 7, 7, 5, 11, 10, 6, 10, 8, 8, 8, 6, 7, 10, 9, 8, 10]",9.191
304,1,6,"[3, 4, 5, 12, 13, 14]",1,4320,0,13,"[13, 11, 13, 15, 12, 10, 15, 14, 9, 12, 15, 15, 12, 15, 15, 11, 11]",20.0284
304,2,15,"[6, 7, 8, 15, 16, 17, 24, 25, 26, 33, 34, 35, 42, 43, 44]",8,10080,46184,6,"[5, 5, 5, 4, 6, 5, 6, 6, 6, 6, 6, 7, 7, 6, 6, 6, 7]",4.4571
304,3,18,"[0, 1, 2, 9, 10, 11, 18, 19, 20, 27, 28, 29, 36, 37, 38, 45, 46, 47]",4,12096,7176,8,"[6, 7, 7, 5, 11, 10, 6, 10, 9, 8, 8, 6, 7, 10, 9, 8, 10]",9.14
305,1,12,"[6, 7, 8, 15, 16, 17, 24, 25, 26, 33, 34, 35]",1,10120,0,13,"[13, 11, 13, 15, 12, 10, 15, 14, 9, 12, 15, 15, 12, 15, 15, 11, 11]",20.0418
305,2,18,"[0, 1, 2, 9, 10, 11, 18, 19, 20, 27, 28, 29, 36, 37, 38, 45, 46, 47]",8,12096,35472,6,"[5, 5, 5, 5, 6, 5, 6, 6, 7, 6, 6, 7, 7, 6, 6, 6, 7]",5.0765
305,3,17,"[3, 4, 5, 12, 13, 14, 21, 22, 23, 30, 31, 32, 39, 40, 41, 48, 49]",4,11424,3912,8,"[5, 7, 7, 5, 11, 10, 6, 10, 9, 8, 8, 6, 7, 10, 9, 8, 9]",9.1169
306,1,9,"[0, 1, 2, 9, 10, 11, 18, 19, 20]",1,8584,0,13,"[13, 11, 13, 15, 12, 10, 15, 14, 9, 12, 15, 15, 12, 15, 15, 11, 11]",19.9496
306,2,17,"[3, 4, 5, 12, 13, 14, 21, 22, 23, 30, 31, 32, 39, 40, 41, 48, 49]",8,11424,24048,6,"[6, 5, 5, 6, 7, 5, 6, 7, 7, 6, 6, 7, 7, 6, 6, 6, 6]",5.0618
306,3,15,"[6, 7, 8, 15, 16, 17, 24, 25, 26, 33, 34, 35, 42, 43, 44]",4,10080,21512,8,"[4, 8, 8, 5, 11, 10, 5, 10, 9, 8, 8, 6, 7, 10, 10, 8, 9]",8.9379
307,1,17,"[3, 4, 5, 12, 13, 14, 21, 22, 23, 30, 31, 32, 39, 40, 41, 48, 49]",1,17136,4480,13,"[13, 11, 13, 15, 12, 10, 15, 14, 9, 12, 15, 15, 12, 15, 15, 11, 11]",19.8725
307,2,15,"[6, 7, 8, 15, 16, 17, 24, 25, 26, 33, 34, 35, 42, 43, 44]",8,10080,20768,6,"[6, 5, 5, 6, 7, 5, 6, 7, 7, 5, 5, 6, 7, 6, 5, 6, 6]",4.4641
307,3,18,"[0, 1, 2, 9, 10, 11, 18, 19, 20, 27, 28, 29, 36, 37, 38, 45, 46, 47]",4,12096,9416,8,"[2, 8, 8, 5, 11, 10, 4, 10, 9, 8, 8, 6, 7, 10, 10, 8, 9]",8.7001
308,1,6,"[6, 7, 8, 15, 16, 17]",1,4480,0,13,"[13, 11, 13, 15, 12, 10, 15, 14, 9, 11, 15, 15, 12, 15, 15, 11, 10]",19.8315
308,2,18,"[0, 1, 2, 9, 10, 11, 18, 19, 20, 27, 28, 29, 36, 37, 38, 45, 46, 47]",8,6048,24336,5,"[6, 5, 5, 6, 7, 5, 5, 6, 7, 5, 5, 5, 6, 5, 4, 5, 5]",3.6597
308,3,17,"[3, 4, 5, 12, 13, 14, 21, 22, 23, 30, 31, 32, 39, 40, 41, 48, 49]",4,11424,12208,8,"[1, 8, 8, 5, 11, 10, 4, 10, 9, 8, 8, 6, 7, 10, 10, 8, 9]",8.5044
309,1,9,"[0, 1, 2, 9, 10, 11, 18, 19, 20]",1,7168,0,13,"[13, 11, 13, 15, 12, 10, 15, 14, 9, 11, 15, 15, 12, 15, 15, 11, 10]",19.709
309,2,17,"[3, 4, 5, 12, 13, 14, 21, 22, 23, 30, 31, 32, 39, 40, 41, 48, 49]",8,5712,18624,5,"[6, 5, 5, 6, 7, 6, 4, 6, 7, 5, 4, 4, 4, 4, 2, 4, 3]",2.328
309,3,15,"[6, 7, 8, 15, 16, 17, 24, 25, 26, 33, 34, 35, 42, 43, 44]",4,10080,2128,8,"[2, 8, 8, 5, 11, 10, 5, 9, 9, 8, 8, 6, 8, 10, 10, 8, 9]",8.8791
310,1,0,0,0,0,0,13,"[13, 11, 13, 15, 12, 9, 15, 14, 9, 11, 15, 15, 12, 15, 15, 11, 10]",19.6045
310,2,26,"[0, 1, 2, 6, 7, 8, 12, 13, 14, 18, 19, 20, 24, 25, 26, 30, 31, 32, 36, 37, 38, 42, 43, 44, 48, 49]",8,8736,9888,4,"[6, 5, 5, 6, 7, 6, 4, 5, 6, 5, 3, 3, 3, 2, 1, 2, 2]",1.0432
310,3,6,"[3, 4, 5, 9, 10, 11]",4,2128,0,8,"[3, 8, 8, 5, 11, 10, 5, 9, 10, 8, 8, 7, 8, 10, 10, 8, 9]",9.1688
311,1,9,"[3, 4, 5, 9, 10, 11, 15, 16, 17]",1,8152,0,13,"[13, 11, 13, 15, 13, 9, 15, 14, 9, 11, 15, 15, 12, 15, 15, 11, 9]",19.4955
311,2,26,"[0, 1, 2, 6, 7, 8, 12, 13, 14, 18, 19, 20, 24, 25, 26, 30, 31, 32, 36, 37, 38, 42, 43, 44, 48, 49]",8,8736,12872,4,"[6, 5, 4, 5, 7, 7, 4, 4, 6, 5, 4, 3, 4, 2, 1, 1, 1]",0.7554
311,3,0,0,0,0,0,8,"[4, 8, 8, 4, 11, 10, 6, 9, 10, 8, 8, 7, 8, 10, 10, 8, 9]",9.3273
312,1,0,0,0,0,0,13,"[13, 11, 13, 15, 13, 10, 15, 14, 10, 10, 15, 15, 12, 15, 15, 11, 9]",19.3823
312,2,26,"[0, 1, 2, 6, 7, 8, 12, 13, 14, 18, 19, 20, 24, 25, 26, 30, 31, 32, 36, 37, 38, 42, 43, 44, 48, 49]",8,8736,4136,4,"[6, 5, 4, 4, 6, 7, 5, 3, 5, 6, 4, 4, 4, 3, 3, 1, 2]",0.9782
312,3,9,"[3, 4, 5, 9, 10, 11, 15, 16, 17]",4,4600,0,8,"[5, 8, 8, 4, 11, 10, 6, 9, 10, 8, 8, 7, 8, 10, 10, 8, 9]",9.4387
313,1,15,"[0, 1, 2, 9, 10, 11, 18, 19, 20, 27, 28, 29, 36, 37, 38]",1,12184,0,13,"[13, 11, 13, 15, 13, 10, 15, 14, 10, 10, 15, 15, 12, 14, 15, 11, 8]",19.1838
313,2,17,"[3, 4, 5, 12, 13, 14, 21, 22, 23, 30, 31, 32, 39, 40, 41, 48, 49]",8,5712,15968,4,"[6, 5, 4, 3, 5, 7, 5, 3, 4, 6, 4, 4, 5, 4, 3, 2, 1]",0.9821
313,3,12,"[6, 7, 8, 15, 16, 17, 24, 25, 26, 33, 34, 35]",4,7376,0,8,"[6, 8, 8, 4, 11, 10, 6, 9, 10, 8, 8, 8, 8, 10, 10, 8, 9]",9.4753
314,1,0,0,0,0,0,13,"[13, 11, 13, 15, 13, 10, 15, 14, 10, 9, 15, 15, 12, 14, 15, 12, 7]",18.8676
314,2,48,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47]",8,15968,0,4,"[5, 4, 4, 2, 4, 6, 6, 3, 3, 5, 4, 4, 5, 4, 4, 2, 1]",0.3852
314,3,0,0,0,0,0,8,"[6, 8, 8, 4, 11, 10, 7, 9, 10, 8, 8, 8, 8, 10, 10, 8, 9]",9.6563
315,1,0,0,0,0,0,12,"[13, 10, 13, 15, 13, 10, 15, 14, 10, 8, 15, 15, 12, 14, 15, 12, 6]",18.4251
315,2,0,0,0,0,0,3,"[5, 3, 4, 1, 3, 6, 6, 3, 2, 5, 3, 4, 4, 4, 3, 1, 1]",-1.3941
315,3,6,"[0, 1, 2, 3, 4, 5]",4,3960,0,8,"[7, 8, 8, 4, 11, 9, 7, 9, 10, 8, 8, 8, 8, 10, 10, 8, 9]",9.7808
316,1,0,0,0,0,0,12,"[13, 10, 13, 15, 13, 10, 14, 14, 10, 7, 15, 15, 12, 14, 15, 12, 4]",18.1785
316,2,24,"[3, 4, 5, 9, 10, 11, 15, 16, 17, 21, 22, 23, 27, 28, 29, 33, 34, 35, 39, 40, 41, 45, 46, 47]",8,8064,18264,2,"[4, 3, 3, 1, 2, 5, 5, 2, 1, 4, 1, 2, 3, 3, 2, 1, 1]",-3.9858
316,3,24,"[0, 1, 2, 6, 7, 8, 12, 13, 14, 18, 19, 20, 24, 25, 26, 30, 31, 32, 36, 37, 38, 42, 43, 44]",4,15024,0,8,"[8, 8, 7, 4, 10, 9, 7, 9, 10, 8, 8, 9, 8, 10, 10, 8, 9]",9.8799
317,1,15,"[6, 7, 8, 15, 16, 17, 24, 25, 26, 33, 34, 35, 42, 43, 44]",2,15120,3624,12,"[13, 10, 13, 15, 12, 10, 14, 14, 10, 8, 15, 15, 12, 13, 15, 12, 5]",18.225
317,2,18,"[0, 1, 2, 9, 10, 11, 18, 19, 20, 27, 28, 29, 36, 37, 38, 45, 46, 47]",8,6048,25064,1,"[3, 2, 3, 1, 2, 4, 4, 1, 1, 2, 1, 1, 1, 1, 1, 1, 2]",-6.2238
317,3,17,"[3, 4, 5, 12, 13, 14, 21, 22, 23, 30, 31, 32, 39, 40, 41, 48, 49]",4,11424,10064,8,"[8, 7, 7, 4, 10, 9, 8, 9, 10, 8, 8, 9, 9, 10, 10, 8, 9]",9.9623
318,1,18,"[0, 1, 2, 9, 10, 11, 18, 19, 20, 27, 28, 29, 36, 37, 38, 45, 46, 47]",2,18144,3912,12,"[13, 10, 12, 15, 12, 11, 14, 14, 10, 9, 15, 15, 12, 13, 14, 12, 5]",18.2225
318,2,17,"[3, 4, 5, 12, 13, 14, 21, 22, 23, 30, 31, 32, 39, 40, 41, 48, 49]",8,5712,24448,1,"[3, 3, 2, 1, 4, 5, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 4]",-5.7061
318,3,15,"[6, 7, 8, 15, 16, 17, 24, 25, 26, 33, 34, 35, 42, 43, 44]",4,10080,3488,8,"[8, 7, 7, 4, 10, 8, 8, 9, 10, 8, 8, 9, 9, 10, 10, 8, 9]",10.0114
319,1,6,"[3, 4, 5, 12, 13, 14]",2,3912,0,12,"[12, 9, 12, 14, 12, 11, 14, 14, 10, 9, 15, 15, 12, 13, 14, 12, 6]",18.0941
319,2,15,"[6, 7, 8, 15, 16, 17, 24, 25, 26, 33, 34, 35, 42, 43, 44]",8,5040,26224,2,"[4, 4, 1, 2, 4, 5, 1, 2, 3, 1, 3, 3, 3, 1, 2, 3, 5]",-3.0781
319,3,6,"[0, 1, 2, 9, 10, 11]",4,3488,0,8,"[9, 7, 7, 4, 10, 8, 8, 9, 10, 8, 8, 9, 9, 10, 10, 8, 9]",9.9622
320,1,3,"[6, 7, 8]",2,2448,0,12,"[12, 9, 12, 14, 12, 11, 13, 14, 11, 10, 14, 15, 12, 12, 14, 13, 7]",18.0348
320,2,18,"[0, 1, 2, 9, 10, 11, 18, 19, 20, 27, 28, 29, 36, 37, 38, 45, 46, 47]",8,6048,20176,4,"[4, 4, 1, 3, 5, 6, 2, 3, 4, 3, 4, 5, 4, 2, 4, 5, 6]",-0.1648
320,3,17,"[3, 4, 5, 12, 13, 14, 21, 22, 23, 30, 31, 32, 39, 40, 41, 48, 49]",4,11424,8520,8,"[9, 7, 6, 3, 10, 7, 8, 9, 10, 8, 9, 10, 9, 10, 10, 8, 9]",9.9249
321,1,0,0,0,0,0,12,"[12, 9, 12, 14, 12, 11, 13, 14, 11, 10, 14, 15, 12, 12, 14, 13, 8]",17.9561
321,2,24,"[3, 4, 5, 9, 10, 11, 15, 16, 17, 21, 22, 23, 27, 28, 29, 33, 34, 35, 39, 40, 41, 45, 46, 47]",8,8064,12112,5,"[5, 5, 1, 3, 5, 6, 4, 5, 5, 4, 5, 6, 5, 3, 5, 6, 6]",1.6527
321,3,26,"[0, 1, 2, 6, 7, 8, 12, 13, 14, 18, 19, 20, 24, 25, 26, 30, 31, 32, 36, 37, 38, 42, 43, 44, 48, 49]",4,17472,20296,8,"[9, 7, 5, 3, 9, 7, 8, 9, 11, 8, 9, 10, 9, 10, 10, 8, 9]",9.8461
322,1,9,"[0, 1, 2, 9, 10, 11, 18, 19, 20]",2,6976,0,12,"[12, 8, 12, 14, 12, 11, 13, 14, 11, 11, 14, 15, 12, 11, 14, 13, 9]",17.7821
322,2,17,"[3, 4, 5, 12, 13, 14, 21, 22, 23, 30, 31, 32, 39, 40, 41, 48, 49]",8,5712,13632,5,"[5, 4, 1, 3, 4, 6, 5, 5, 5, 5, 6, 6, 6, 4, 5, 6, 6]",2.2796
322,3,15,"[6, 7, 8, 15, 16, 17, 24, 25, 26, 33, 34, 35, 42, 43, 44]",4,10080,21984,8,"[9, 7, 5, 3, 9, 6, 8, 9, 11, 8, 9, 10, 9, 11, 10, 8, 9]",9.7781
323,1,9,"[3, 4, 5, 12, 13, 14, 21, 22, 23]",2,8712,0,12,"[12, 7, 11, 13, 12, 11, 12, 14, 11, 11, 14, 14, 12, 11, 14, 13, 10]",17.6277
323,2,15,"[6, 7, 8, 15, 16, 17, 24, 25, 26, 33, 34, 35, 42, 43, 44]",8,5040,12472,5,"[4, 4, 1, 3, 4, 5, 6, 5, 5, 5, 6, 6, 6, 4, 5, 6, 6]",2.1651
323,3,18,"[0, 1, 2, 9, 10, 11, 18, 19, 20, 27, 28, 29, 36, 37, 38, 45, 46, 47]",4,12096,9888,8,"[10, 7, 4, 3, 9, 5, 8, 9, 11, 8, 9, 10, 10, 11, 10, 8, 9]",9.5667
324,1,15,"[6, 7, 8, 15, 16, 17, 24, 25, 26, 33, 34, 35, 42, 43, 44]",2,15120,8368,12,"[12, 7, 11, 13, 12, 11, 12, 13, 12, 11, 13, 14, 12, 10, 13, 13, 10]",17.4715
