TTI,UE_ID,Num_RBs,RBs,Num_CCE,Tx_Bits,Buffer_Size,Wideband CQI,Subband CQI,SINR
4861,3,15,"[0, 1, 2, 9, 10, 11, 18, 19, 20, 27, 28, 29, 36, 37, 38]",4,10040,0,9,"[3, 8, 9, 8, 8, 8, 8, 6, 9, 8, 9, 9, 11, 9, 8, 11, 12]",10.1648
4862,1,12,"[3, 4, 5, 9, 10, 11, 15, 16, 17, 21, 22, 23]",1,9528,0,14,"[14, 15, 15, 15, 14, 15, 15, 12, 14, 15, 13, 12, 15, 15, 14, 12, 14]",22.5875
4862,2,26,"[0, 1, 2, 6, 7, 8, 12, 13, 14, 18, 19, 20, 24, 25, 26, 30, 31, 32, 36, 37, 38, 42, 43, 44, 48, 49]",8,8736,3720,3,"[3, 3, 3, 2, 3, 2, 1, 2, 3, 6, 4, 4, 1, 5, 5, 6, 3]",-1.5293
4862,3,0,0,0,0,0,9,"[4, 8, 9, 8, 8, 9, 8, 6, 10, 9, 10, 9, 11, 10, 8, 11, 12]",10.499
4863,1,6,"[0, 1, 2, 6, 7, 8]",1,4640,0,14,"[14, 14, 15, 15, 14, 15, 15, 12, 14, 14, 13, 12, 15, 15, 14, 12, 14]",22.5281
4863,2,24,"[3, 4, 5, 9, 10, 11, 15, 16, 17, 21, 22, 23, 27, 28, 29, 33, 34, 35, 39, 40, 41, 45, 46, 47]",8,7720,0,3,"[1, 3, 4, 1, 1, 2, 1, 3, 3, 5, 4, 2, 1, 4, 5, 5, 3]",-2.2776
4863,3,0,0,0,0,0,9,"[4, 8, 9, 8, 8, 9, 9, 6, 10, 9, 10, 9, 11, 10, 8, 11, 12]",10.9012
4864,1,6,"[3, 4, 5, 9, 10, 11]",1,5976,0,14,"[14, 14, 15, 15, 14, 15, 15, 12, 14, 14, 13, 12, 15, 15, 14, 13, 14]",22.3571
4864,2,0,0,0,0,0,3,"[1, 3, 5, 1, 1, 3, 3, 3, 2, 4, 3, 1, 1, 3, 4, 4, 4]",-2.5805
4864,3,9,"[0, 1, 2, 6, 7, 8, 12, 13, 14]",4,5360,0,9,"[5, 8, 9, 8, 8, 9, 9, 7, 10, 10, 10, 10, 11, 10, 8, 11, 12]",11.2897
4865,1,6,"[0, 1, 2, 6, 7, 8]",1,4744,0,14,"[14, 14, 15, 15, 14, 15, 15, 12, 14, 14, 13, 12, 15, 15, 13, 13, 14]",22.1953
4865,2,24,"[3, 4, 5, 9, 10, 11, 15, 16, 17, 21, 22, 23, 27, 28, 29, 33, 34, 35, 39, 40, 41, 45, 46, 47]",8,8064,12752,3,"[1, 3, 6, 3, 1, 3, 4, 4, 2, 3, 3, 2, 1, 1, 3, 3, 4]",-2.5357
4865,3,0,0,0,0,0,9,"[5, 8, 10, 8, 8, 9, 9, 7, 10, 10, 10, 10, 12, 10, 8, 11, 12]",11.6302
4866,1,12,"[6, 7, 8, 15, 16, 17, 24, 25, 26, 33, 34, 35]",1,10800,0,14,"[14, 14, 15, 15, 14, 15, 15, 12, 14, 14, 13, 12, 15, 15, 13, 13, 14]",21.9084
4866,2,18,"[0, 1, 2, 9, 10, 11, 18, 19, 20, 27, 28, 29, 36, 37, 38, 45, 46, 47]",8,6048,9840,3,"[1, 4, 6, 5, 1, 4, 5, 5, 3, 2, 4, 3, 1, 1, 2, 3, 5]",-2.4437
4866,3,17,"[3, 4, 5, 12, 13, 14, 21, 22, 23, 30, 31, 32, 39, 40, 41, 48, 49]",4,11424,10216,9,"[6, 8, 10, 8, 8, 10, 10, 8, 10, 10, 10, 10, 12, 11, 9, 11, 12]",12.0874
4867,1,0,0,0,0,0,14,"[14, 14, 15, 15, 14, 15, 15, 12, 14, 14, 13, 12, 15, 15, 13, 13, 14]",21.7316
4867,2,26,"[0, 1, 2, 6, 7, 8, 12, 13, 14, 18, 19, 20, 24, 25, 26, 30, 31, 32, 36, 37, 38, 42, 43, 44, 48, 49]",8,8736,1104,3,"[2, 4, 7, 6, 1, 4, 6, 5, 3, 1, 4, 5, 2, 1, 1, 2, 6]",-0.8681
4867,3,12,"[3, 4, 5, 9, 10, 11, 15, 16, 17, 21, 22, 23]",2,10216,0,10,"[6, 8, 10, 8, 8, 10, 10, 8, 11, 11, 10, 10, 12, 11, 9, 11, 12]",12.4848
4868,1,12,"[6, 7, 8, 15, 16, 17, 24, 25, 26, 33, 34, 35]",1,11576,0,14,"[14, 14, 15, 15, 14, 15, 15, 13, 14, 14, 13, 12, 15, 15, 13, 13, 14]",21.5672
4868,2,6,"[0, 1, 2, 9, 10, 11]",8,1104,0,4,"[3, 5, 7, 6, 2, 5, 6, 6, 4, 1, 5, 6, 4, 3, 2, 3, 6]",0.8326
4868,3,17,"[3, 4, 5, 12, 13, 14, 21, 22, 23, 30, 31, 32, 39, 40, 41, 48, 49]",2,17136,9264,10,"[7, 8, 10, 8, 8, 10, 10, 8, 11, 11, 10, 10, 12, 11, 9, 11, 12]",12.9644
4869,1,0,0,0,0,0,14,"[13, 14, 15, 15, 14, 15, 15, 13, 14, 13, 13, 11, 15, 15, 13, 13, 14]",21.3626
4869,2,0,0,0,0,0,5,"[4, 5, 7, 6, 2, 5, 7, 6, 4, 2, 6, 6, 5, 4, 3, 4, 7]",2.3387
4869,3,18,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]",2,16592,0,10,"[7, 9, 10, 9, 8, 10, 10, 9, 11, 11, 11, 11, 12, 11, 9, 11, 12]",13.3445
4870,1,0,0,0,0,0,14,"[13, 13, 15, 14, 14, 15, 15, 13, 14, 13, 13, 11, 15, 14, 13, 13, 14]",21.1657
4870,2,0,0,0,0,0,5,"[4, 6, 7, 6, 3, 5, 7, 6, 4, 4, 6, 7, 6, 6, 4, 4, 7]",3.3468
4870,3,3,"[0, 1, 2]",2,2360,0,10,"[7, 9, 10, 9, 8, 10, 10, 9, 11, 12, 11, 11, 12, 12, 10, 11, 12]",13.6932
4871,1,0,0,0,0,0,13,"[13, 13, 15, 14, 14, 15, 15, 13, 14, 13, 13, 11, 15, 14, 12, 13, 14]",20.8373
4871,2,0,0,0,0,0,6,"[4, 6, 6, 6, 2, 5, 6, 6, 4, 5, 6, 7, 6, 6, 5, 5, 8]",3.7509
4871,3,3,"[0, 1, 2]",2,1384,0,10,"[8, 9, 10, 9, 8, 11, 11, 9, 11, 12, 11, 11, 12, 12, 10, 11, 12]",13.9844
4872,1,18,"[0, 1, 2, 9, 10, 11, 18, 19, 20, 27, 28, 29, 36, 37, 38, 45, 46, 47]",1,18040,0,13,"[13, 13, 14, 14, 14, 15, 15, 13, 14, 13, 12, 10, 15, 14, 12, 13, 13]",20.5125
4872,2,17,"[3, 4, 5, 12, 13, 14, 21, 22, 23, 30, 31, 32, 39, 40, 41, 48, 49]",8,11424,5992,6,"[3, 6, 6, 6, 2, 4, 6, 6, 4, 5, 7, 7, 7, 7, 5, 6, 8]",3.9131
4872,3,6,"[6, 7, 8, 15, 16, 17]",2,3264,0,10,"[8, 9, 11, 9, 8, 11, 11, 9, 11, 12, 11, 11, 12, 12, 10, 11, 12]",14.3065
4873,1,3,"[3, 4, 5]",1,2120,0,13,"[13, 12, 14, 14, 14, 14, 15, 13, 13, 12, 12, 10, 15, 14, 12, 13, 13]",20.0978
4873,2,26,"[0, 1, 2, 6, 7, 8, 12, 13, 14, 18, 19, 20, 24, 25, 26, 30, 31, 32, 36, 37, 38, 42, 43, 44, 48, 49]",8,8736,3672,5,"[3, 6, 5, 5, 2, 4, 5, 6, 4, 6, 7, 7, 7, 7, 5, 6, 8]",3.5165
4873,3,0,0,0,0,0,11,"[8, 9, 11, 9, 9, 11, 11, 9, 11, 12, 11, 11, 12, 12, 10, 11, 12]",14.5598
4874,1,0,0,0,0,0,13,"[13, 12, 14, 14, 14, 14, 15, 13, 13, 12, 12, 9, 15, 14, 12, 13, 13]",19.6733
4874,2,12,"[0, 1, 2, 6, 7, 8, 12, 13, 14, 18, 19, 20]",8,3672,0,5,"[2, 6, 5, 4, 1, 3, 4, 6, 3, 6, 6, 7, 7, 7, 5, 7, 8]",2.6893
4874,3,9,"[3, 4, 5, 9, 10, 11, 15, 16, 17]",2,7352,0,11,"[8, 10, 11, 10, 9, 11, 11, 10, 12, 12, 11, 11, 12, 12, 10, 11, 12]",14.7751
4875,1,0,0,0,0,0,13,"[13, 12, 14, 13, 14, 14, 14, 13, 13, 12, 12, 8, 15, 14, 11, 13, 13]",19.251
4875,2,12,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]",8,3272,0,4,"[1, 5, 5, 2, 1, 2, 2, 5, 2, 5, 6, 6, 7, 7, 5, 7, 8]",1.389
4875,3,0,0,0,0,0,11,"[9, 10, 11, 10, 9, 11, 11, 10, 12, 12, 11, 11, 12, 12, 10, 11, 12]",14.8271
4876,1,0,0,0,0,0,13,"[12, 11, 13, 13, 14, 14, 14, 13, 13, 11, 12, 7, 15, 14, 11, 13, 13]",18.7222
4876,2,26,"[0, 1, 2, 6, 7, 8, 12, 13, 14, 18, 19, 20, 24, 25, 26, 30, 31, 32, 36, 37, 38, 42, 43, 44, 48, 49]",8,8736,13216,4,"[1, 5, 5, 1, 1, 1, 1, 4, 1, 4, 5, 5, 7, 6, 5, 7, 8]",-0.0645
4876,3,9,"[3, 4, 5, 9, 10, 11, 15, 16, 17]",2,6408,0,11,"[9, 10, 11, 10, 9, 11, 11, 10, 12, 12, 11, 11, 12, 12, 10, 11, 12]",15.0172
4877,1,12,"[3, 4, 5, 12, 13, 14, 21, 22, 23, 30, 31, 32]",2,9360,0,12,"[12, 11, 13, 13, 14, 14, 14, 13, 13, 11, 12, 9, 15, 14, 11, 12, 13]",18.6358
4877,2,15,"[6, 7, 8, 15, 16, 17, 24, 25, 26, 33, 34, 35, 42, 43, 44]",8,5040,8176,3,"[1, 4, 5, 1, 1, 2, 1, 3, 1, 3, 5, 5, 6, 6, 4, 7, 8]",-0.8203
4877,3,6,"[0, 1, 2, 9, 10, 11]",2,4008,0,11,"[9, 10, 11, 10, 9, 11, 11, 10, 12, 12, 11, 11, 12, 12, 10, 11, 12]",15.0701
4878,1,12,"[6, 7, 8, 15, 16, 17, 24, 25, 26, 33, 34, 35]",2,10912,0,12,"[12, 11, 13, 12, 13, 13, 14, 13, 13, 11, 12, 9, 14, 14, 11, 12, 13]",18.3527
4878,2,18,"[0, 1, 2, 9, 10, 11, 18, 19, 20, 27, 28, 29, 36, 37, 38, 45, 46, 47]",8,6048,12784,3,"[1, 4, 5, 1, 2, 2, 2, 3, 3, 2, 5, 4, 5, 5, 4, 6, 8]",-0.8911
4878,3,9,"[3, 4, 5, 12, 13, 14, 21, 22, 23]",2,7408,0,11,"[9, 10, 11, 10, 9, 11, 11, 10, 12, 12, 11, 11, 12, 12, 10, 11, 11]",15.0976
4879,1,0,0,0,0,0,12,"[12, 11, 12, 12, 13, 13, 13, 13, 13, 10, 12, 9, 14, 14, 11, 12, 13]",18.0319
4879,2,26,"[0, 1, 2, 6, 7, 8, 12, 13, 14, 18, 19, 20, 24, 25, 26, 30, 31, 32, 36, 37, 38, 42, 43, 44, 48, 49]",8,8736,4048,3,"[1, 4, 4, 1, 3, 3, 3, 3, 4, 2, 5, 4, 5, 5, 3, 6, 7]",-0.6002
4879,3,21,"[3, 4, 5, 9, 10, 11, 15, 16, 17, 21, 22, 23, 27, 28, 29, 33, 34, 35, 39, 40, 41]",2,18416,0,11,"[9, 10, 11, 10, 9, 11, 11, 10, 12, 12, 11, 11, 12, 12, 10, 11, 11]",15.0853
4880,1,9,"[6, 7, 8, 15, 16, 17, 24, 25, 26]",2,7600,0,12,"[12, 11, 12, 11, 13, 13, 13, 13, 12, 10, 11, 10, 14, 14, 11, 12, 13]",17.6515
4880,2,15,"[0, 1, 2, 9, 10, 11, 18, 19, 20, 27, 28, 29, 36, 37, 38]",8,4048,0,4,"[1, 4, 3, 1, 3, 4, 4, 4, 5, 4, 5, 5, 4, 5, 2, 5, 6]",-0.1396
4880,3,9,"[3, 4, 5, 12, 13, 14, 21, 22, 23]",2,6136,0,11,"[9, 10, 10, 10, 9, 11, 11, 10, 12, 12, 11, 11, 12, 12, 10, 11, 11]",14.9954
4881,1,0,0,0,0,0,12,"[12, 11, 11, 11, 13, 12, 13, 13, 12, 9, 11, 10, 14, 14, 10, 12, 13]",17.2738
4881,2,24,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",8,7752,0,4,"[2, 4, 2, 1, 4, 5, 4, 5, 5, 5, 5, 5, 5, 5, 2, 5, 6]",0.5748
4881,3,0,0,0,0,0,11,"[9, 10, 10, 10, 9, 11, 11, 10, 11, 12, 11, 11, 12, 12, 10, 11, 11]",14.8847
4882,1,12,"[6, 7, 8, 15, 16, 17, 24, 25, 26, 33, 34, 35]",2,10312,0,12,"[12, 11, 11, 10, 13, 12, 12, 13, 12, 9, 11, 10, 14, 14, 10, 12, 13]",16.783
4882,2,18,"[0, 1, 2, 9, 10, 11, 18, 19, 20, 27, 28, 29, 36, 37, 38, 45, 46, 47]",8,6048,3456,4,"[3, 3, 1, 1, 4, 5, 5, 6, 6, 6, 5, 6, 5, 5, 2, 5, 5]",1.33
4882,3,17,"[3, 4, 5, 12, 13, 14, 21, 22, 23, 30, 31, 32, 39, 40, 41, 48, 49]",2,17136,8336,11,"[9, 10, 10, 10, 9, 11, 11, 10, 11, 12, 10, 11, 12, 12, 10, 11, 10]",14.6587
4883,1,0,0,0,0,0,11,"[11, 11, 10, 8, 13, 12, 12, 13, 12, 9, 11, 10, 14, 14, 10, 12, 13]",16.3283
4883,2,12,"[3, 4, 5, 9, 10, 11, 15, 16, 17, 21, 22, 23]",8,3456,0,5,"[4, 3, 2, 3, 5, 6, 5, 6, 6, 6, 6, 7, 5, 5, 2, 5, 4]",2.157
4883,3,18,"[0, 1, 2, 6, 7, 8, 12, 13, 14, 18, 19, 20, 24, 25, 26, 30, 31, 32]",2,17288,0,11,"[9, 11, 10, 10, 9, 11, 11, 10, 11, 12, 10, 11, 12, 12, 10, 10, 10]",14.5273
4884,1,6,"[6, 7, 8, 15, 16, 17]",2,3568,0,11,"[11, 11, 10, 8, 13, 11, 11, 13, 11, 9, 11, 9, 14, 14, 10, 12, 13]",16.0345
4884,2,18,"[0, 1, 2, 9, 10, 11, 18, 19, 20, 27, 28, 29, 36, 37, 38, 45, 46, 47]",8,6048,5352,5,"[5, 3, 3, 4, 5, 6, 5, 6, 6, 7, 6, 7, 6, 5, 3, 5, 4]",2.8215
4884,3,17,"[3, 4, 5, 12, 13, 14, 21, 22, 23, 30, 31, 32, 39, 40, 41, 48, 49]",2,17136,8344,10,"[9, 11, 10, 10, 9, 10, 10, 9, 11, 12, 10, 11, 12, 11, 10, 10, 10]",14.2994
4885,1,0,0,0,0,0,11,"[11, 11, 9, 9, 13, 11, 11, 13, 11, 8, 11, 9, 14, 14, 10, 11, 13]",15.817
4885,2,18,"[0, 1, 2, 6, 7, 8, 12, 13, 14, 18, 19, 20, 24, 25, 26, 30, 31, 32]",8,5352,0,5,"[5, 4, 4, 5, 5, 6, 5, 6, 6, 7, 5, 7, 6, 5, 4, 6, 4]",3.3905
4885,3,12,"[3, 4, 5, 9, 10, 11, 15, 16, 17, 21, 22, 23]",2,9696,0,10,"[9, 11, 10, 10, 9, 10, 10, 9, 11, 12, 10, 11, 11, 11, 9, 10, 9]",14.0723
4886,1,0,0,0,0,0,11,"[11, 11, 9, 9, 13, 11, 10, 13, 11, 8, 11, 9, 14, 14, 10, 11, 13]",15.6126
4886,2,0,0,8,0,0,6,"[5, 4, 5, 6, 5, 6, 5, 6, 6, 6, 5, 7, 6, 5, 5, 6, 5]",3.7657
4886,3,0,0,2,0,0,10,"[9, 11, 10, 10, 9, 10, 10, 9, 11, 12, 10, 11, 11, 11, 9, 10, 9]",13.7328
4887,1,0,0,0,0,0,11,"[11, 11, 9, 10, 13, 10, 10, 12, 10, 8, 11, 8, 14, 14, 10, 11, 14]",15.2043
4887,2,18,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]",8,11264,0,6,"[5, 5, 6, 6, 5, 6, 5, 6, 6, 6, 5, 7, 6, 5, 5, 6, 5]",3.9684
4887,3,0,0,0,0,0,10,"[9, 11, 9, 10, 9, 10, 10, 9, 11, 12, 9, 11, 11, 11, 9, 10, 9]",13.4574
4888,1,0,0,0,0,0,11,"[11, 11, 9, 10, 13, 10, 9, 12, 10, 7, 11, 8, 14, 14, 10, 11, 14]",14.8423
4888,2,50,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49]",8,16800,4912,5,"[5, 5, 6, 6, 4, 5, 4, 6, 6, 5, 4, 6, 6, 4, 6, 6, 5]",3.3091
4888,3,0,0,0,0,0,10,"[9, 11, 9, 10, 9, 10, 10, 9, 10, 11, 9, 11, 11, 11, 9, 10, 8]",13.0763
4889,1,12,"[6, 7, 8, 15, 16, 17, 24, 25, 26, 33, 34, 35]",2,11600,0,11,"[11, 11, 9, 10, 13, 10, 8, 12, 10, 8, 11, 8, 14, 15, 10, 10, 14]",14.8351
4889,2,18,"[0, 1, 2, 9, 10, 11, 18, 19, 20, 27, 28, 29, 36, 37, 38, 45, 46, 47]",8,6048,23704,5,"[5, 5, 6, 6, 4, 5, 4, 5, 5, 4, 3, 6, 6, 4, 7, 6, 5]",2.6013
4889,3,17,"[3, 4, 5, 12, 13, 14, 21, 22, 23, 30, 31, 32, 39, 40, 41, 48, 49]",2,15416,0,10,"[9, 11, 9, 10, 10, 10, 10, 9, 10, 11, 9, 11, 10, 10, 9, 10, 8]",12.8479
4890,1,0,0,0,0,0,11,"[11, 10, 9, 10, 12, 9, 9, 12, 10, 9, 10, 9, 14, 15, 11, 10, 14]",15.0258
4890,2,24,"[3, 4, 5, 9, 10, 11, 15, 16, 17, 21, 22, 23, 27, 28, 29, 33, 34, 35, 39, 40, 41, 45, 46, 47]",8,8064,27144,5,"[5, 4, 6, 6, 3, 4, 3, 3, 5, 2, 3, 5, 6, 4, 7, 6, 5]",1.6495
4890,3,3,"[0, 1, 2]",2,1384,0,10,"[9, 11, 9, 10, 10, 9, 10, 8, 10, 11, 8, 11, 10, 10, 8, 10, 8]",12.3867
4891,1,3,"[0, 1, 2]",2,1664,0,11,"[11, 10, 10, 10, 12, 8, 9, 12, 10, 9, 10, 9, 14, 15, 11, 10, 14]",15.1138
4891,2,24,"[3, 4, 5, 9, 10, 11, 15, 16, 17, 21, 22, 23, 27, 28, 29, 33, 34, 35, 39, 40, 41, 45, 46, 47]",8,8064,27104,4,"[6, 4, 7, 6, 3, 2, 4, 2, 5, 3, 2, 4, 5, 3, 7, 6, 5]",1.2901
4891,3,0,0,0,0,0,9,"[9, 11, 9, 10, 10, 9, 9, 8, 10, 11, 8, 11, 10, 10, 8, 10, 8]",12.0044
4892,1,17,"[3, 4, 5, 12, 13, 14, 21, 22, 23, 30, 31, 32, 39, 40, 41, 48, 49]",2,17136,13200,11,"[11, 10, 10, 10, 12, 8, 10, 12, 10, 10, 10, 10, 14, 15, 11, 10, 14]",15.1907
4892,2,15,"[6, 7, 8, 15, 16, 17, 24, 25, 26, 33, 34, 35, 42, 43, 44]",8,5040,22064,5,"[7, 4, 7, 6, 5, 2, 5, 3, 6, 5, 3, 4, 5, 3, 7, 5, 4]",2.4198
4892,3,6,"[0, 1, 2, 9, 10, 11]",4,3072,0,9,"[9, 11, 8, 9, 10, 9, 9, 8, 10, 11, 7, 10, 9, 9, 8, 10, 8]",11.6477
4893,1,15,"[0, 1, 2, 6, 7, 8, 12, 13, 14, 18, 19, 20, 24, 25, 26]",2,13200,0,11,"[11, 10, 10, 11, 12, 7, 10, 12, 10, 10, 11, 10, 14, 15, 11, 10, 14]",15.4135
4893,2,24,"[3, 4, 5, 9, 10, 11, 15, 16, 17, 21, 22, 23, 27, 28, 29, 33, 34, 35, 39, 40, 41, 45, 46, 47]",8,8064,16408,5,"[8, 4, 7, 7, 6, 3, 6, 5, 7, 6, 4, 5, 5, 3, 7, 5, 4]",3.6317
4893,3,0,0,0,0,0,9,"[9, 11, 8, 9, 10, 9, 9, 8, 10, 10, 7, 10, 9, 9, 8, 10, 9]",11.2388
4894,1,0,0,0,0,0,11,"[11, 10, 11, 11, 12, 7, 11, 12, 10, 11, 11, 10, 14, 15, 11, 10, 14]",15.7024
4894,2,27,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26]",8,16408,0,6,"[8, 5, 8, 7, 7, 5, 7, 6, 8, 7, 5, 6, 5, 3, 7, 4, 3]",4.6732
4894,3,0,0,0,0,0,9,"[9, 11, 8, 9, 10, 9, 9, 8, 9, 10, 6, 10, 9, 8, 8, 10, 9]",10.9245
4895,1,12,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]",2,9704,0,11,"[11, 11, 11, 12, 12, 8, 11, 12, 10, 11, 11, 10, 14, 15, 11, 10, 14]",16.3022
4895,2,0,0,0,0,0,6,"[8, 5, 8, 7, 8, 6, 7, 7, 8, 7, 6, 6, 5, 3, 7, 4, 3]",5.3757
4895,3,0,0,0,0,0,9,"[9, 11, 7, 9, 10, 9, 9, 7, 9, 10, 6, 10, 9, 8, 7, 10, 9]",10.6868
4896,1,6,"[0, 1, 2, 3, 4, 5]",2,4464,0,12,"[11, 11, 11, 12, 12, 10, 12, 12, 11, 11, 11, 10, 13, 15, 11, 10, 14]",16.801
4896,2,0,0,0,0,0,6,"[9, 6, 8, 8, 8, 6, 7, 7, 8, 8, 6, 6, 5, 3, 6, 3, 3]",5.5534
4896,3,0,0,0,0,0,9,"[9, 10, 7, 9, 10, 9, 9, 7, 9, 10, 6, 10, 9, 7, 7, 10, 10]",10.5398
4897,1,6,"[6, 7, 8, 15, 16, 17]",2,5800,0,12,"[11, 12, 12, 12, 12, 11, 12, 12, 11, 12, 11, 11, 13, 15, 11, 10, 14]",17.3984
4897,2,18,"[0, 1, 2, 9, 10, 11, 18, 19, 20, 27, 28, 29, 36, 37, 38, 45, 46, 47]",8,10616,0,6,"[8, 6, 7, 7, 8, 7, 7, 7, 8, 8, 6, 6, 5, 3, 5, 3, 3]",5.3615
4897,3,17,"[3, 4, 5, 12, 13, 14, 21, 22, 23, 30, 31, 32, 39, 40, 41, 48, 49]",4,11424,6728,9,"[9, 10, 7, 9, 10, 8, 9, 7, 9, 10, 6, 10, 9, 7, 7, 10, 10]",10.4361
4898,1,0,0,0,0,0,12,"[11, 12, 12, 13, 12, 11, 13, 12, 11, 12, 11, 11, 13, 15, 12, 11, 14]",17.8549
4898,2,24,"[0, 1, 2, 6, 7, 8, 12, 13, 14, 18, 19, 20, 24, 25, 26, 30, 31, 32, 36, 37, 38, 42, 43, 44]",8,14792,0,6,"[8, 7, 7, 7, 8, 6, 7, 7, 8, 7, 6, 6, 5, 3, 3, 3, 3]",4.7435
4898,3,24,"[3, 4, 5, 9, 10, 11, 15, 16, 17, 21, 22, 23, 27, 28, 29, 33, 34, 35, 39, 40, 41, 45, 46, 47]",4,16128,1464,9,"[9, 10, 6, 9, 10, 8, 9, 7, 9, 10, 6, 10, 9, 7, 7, 10, 10]",10.4635
4899,1,0,0,0,0,0,12,"[11, 13, 12, 13, 12, 12, 13, 12, 12, 12, 11, 11, 13, 15, 12, 11, 14]",18.292
4899,2,21,"[3, 4, 5, 9, 10, 11, 15, 16, 17, 21, 22, 23, 27, 28, 29, 33, 34, 35, 39, 40, 41]",8,6336,0,5,"[7, 6, 6, 6, 7, 6, 6, 7, 7, 6, 6, 5, 4, 3, 1, 2, 2]",3.1628
4899,3,9,"[0, 1, 2, 6, 7, 8, 12, 13, 14]",4,4296,0,9,"[9, 10, 6, 9, 10, 9, 9, 7, 9, 10, 6, 9, 10, 7, 7, 10, 11]",10.5792
4900,1,6,"[3, 4, 5, 12, 13, 14]",1,4392,0,13,"[11, 13, 12, 13, 12, 12, 13, 12, 12, 12, 11, 11, 13, 15, 12, 11, 15]",18.7077
4900,2,15,"[6, 7, 8, 15, 16, 17, 24, 25, 26, 33, 34, 35, 42, 43, 44]",8,5040,4152,4,"[6, 6, 5, 4, 6, 5, 5, 6, 6, 5, 5, 3, 3, 3, 1, 1, 1]",0.8809
4900,3,18,"[0, 1, 2, 9, 10, 11, 18, 19, 20, 27, 28, 29, 36, 37, 38, 45, 46, 47]",4,12096,5112,9,"[9, 10, 6, 8, 10, 9, 9, 7, 10, 10, 6, 9, 10, 7, 7, 10, 11]",10.692
4901,1,3,"[6, 7, 8]",1,2792,0,13,"[12, 13, 13, 14, 11, 13, 14, 12, 12, 13, 12, 12, 13, 15, 12, 11, 15]",19.1014
4901,2,18,"[0, 1, 2, 9, 10, 11, 18, 19, 20, 27, 28, 29, 36, 37, 38, 45, 46, 47]",8,6048,9432,2,"[3, 5, 5, 1, 5, 4, 3, 4, 4, 3, 3, 1, 1, 3, 3, 1, 1]",-2.991
4901,3,9,"[3, 4, 5, 12, 13, 14, 21, 22, 23]",4,5112,0,9,"[8, 10, 6, 8, 10, 9, 10, 8, 10, 10, 6, 9, 10, 7, 8, 10, 11]",10.9288
4902,1,18,"[3, 4, 5, 9, 10, 11, 15, 16, 17, 21, 22, 23, 27, 28, 29, 33, 34, 35]",1,16240,0,13,"[12, 14, 13, 14, 11, 13, 14, 12, 12, 13, 12, 12, 13, 15, 12, 12, 15]",19.4061
4902,2,26,"[0, 1, 2, 6, 7, 8, 12, 13, 14, 18, 19, 20, 24, 25, 26, 30, 31, 32, 36, 37, 38, 42, 43, 44, 48, 49]",8,8736,696,1,"[1, 3, 5, 1, 2, 3, 1, 1, 2, 1, 1, 1, 1, 3, 5, 1, 1]",-5.5019
4902,3,0,0,0,0,0,9,"[8, 10, 7, 8, 10, 9, 10, 8, 10, 10, 5, 9, 11, 8, 8, 10, 11]",11.0401
4903,1,12,"[0, 1, 2, 6, 7, 8, 12, 13, 14, 18, 19, 20]",1,10328,0,13,"[12, 14, 13, 14, 11, 14, 14, 12, 13, 13, 12, 12, 13, 15, 12, 12, 15]",19.6681
4903,2,3,"[3, 4, 5]",8,696,0,3,"[3, 2, 7, 5, 2, 4, 4, 2, 3, 3, 1, 3, 2, 5, 6, 1, 1]",-1.37
4903,3,0,0,0,0,0,9,"[8, 10, 7, 8, 10, 9, 10, 8, 10, 11, 4, 9, 11, 8, 8, 11, 12]",11.0864
4904,1,12,"[3, 4, 5, 9, 10, 11, 15, 16, 17, 21, 22, 23]",1,10944,0,13,"[12, 14, 13, 14, 11, 14, 14, 12, 13, 13, 12, 12, 13, 15, 12, 12, 15]",19.8779
4904,2,12,"[0, 1, 2, 6, 7, 8, 12, 13, 14, 18, 19, 20]",8,3848,0,5,"[6, 4, 8, 7, 5, 6, 6, 5, 6, 6, 3, 5, 4, 6, 7, 3, 2]",3.0388
4904,3,0,0,0,0,0,9,"[8, 9, 7, 8, 10, 9, 10, 8, 10, 11, 5, 9, 11, 8, 8, 11, 12]",11.4481
4905,1,6,"[0, 1, 2, 6, 7, 8]",1,4784,0,13,"[12, 14, 13, 15, 11, 14, 14, 12, 13, 13, 12, 13, 13, 15, 12, 12, 15]",20.1462
4905,2,0,0,0,0,0,6,"[7, 6, 8, 8, 6, 7, 7, 7, 7, 7, 5, 6, 5, 7, 7, 4, 3]",5.8761
